target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE level3_extra2;justification;confidence_score
TA3.19;All batteries incorporated in market products shall be readily removable and replaceable by the end-user at any time during the lifetime (except some derogations);C - Manufacturing;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;;C27 - Manufacture of electrical equipment;G45 - Wholesale and retail trade and repair of motor vehicles and motorcycles;;C27.2 - Manufacture of batteries and accumulators;G45.2 - Maintenance and repair of motor vehicles;;The target involves the design and trade of batteries, relevant to manufacturing and retail sectors.;8
TA3.2;Reduce landfill to a maximum of 10% of municipal waste;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C32 - Other manufacturing;;E38.2 - Waste treatment and disposal;C32.9 - Manufacturing n.e.c.;;This target is about reducing landfill waste, involving waste management and potentially manufacturing for recycling.;8
TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 75% by average weight of lead-acid batteries, - 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries No later than 31 December 2030 - 80% by average weight of lead-acid batteries,;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C27 - Manufacture of electrical equipment;;E38.3 - Materials recovery;C27.2 - Manufacture of batteries and accumulators;;The target sets recycling efficiency goals for batteries, involving waste management and battery manufacturing.;9
TA3.21;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 65% by average weight of lithium-based batteries, No later than 31 December 2030 - 70% by average weight of lithium-based batteries;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C27 - Manufacture of electrical equipment;;E38.3 - Materials recovery;C27.2 - Manufacture of batteries and accumulators;;The target focuses on recycling lithium-based batteries, involving waste management and battery manufacturing.;9
TA3.22;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 -90% for cobalt, copper, lead and nickel, No later than 31 December 2031: -95% for cobalt, copper, lead, and nickel,;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C24 - Manufacture of basic metals;;E38.3 - Materials recovery;C24.4 - Manufacture of basic precious and other non-ferrous metals;;The target involves recovery of materials from recycling, relevant to waste management and metal manufacturing.;9
TA3.23;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 -50% lithium No later than 31 December 2031: -80% lithium;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C27 - Manufacture of electrical equipment;;E38.3 - Materials recovery;C27.2 - Manufacture of batteries and accumulators;;The target focuses on lithium recovery from recycling, involving waste management and battery manufacturing.;9
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;C - Manufacturing;I - Accommodation and Food Service Activities;;C10 - Manufacture of food products;I56 - Food and beverage service activities;;C10.8 - Manufacture of other food products;I56.1 - Restaurants and mobile food service activities;;The target is about reducing food waste in manufacturing and processing, relevant to food manufacturing and service sectors.;8
TA3.25;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30 % in comparison to the amount generated in 2020;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;I - Accommodation and Food Service Activities;T - Activities of Households as Employers, Undifferentiated Goods and Services Producing Activities of Households for Own Use;G47 - Retail trade, except of motor vehicles and motorcycles;I56 - Food and beverage service activities;T97 - Activities of households as employers of domestic personnel;G47.2 - Retail sale of food, beverages and tobacco in specialised stores;I56.1 - Restaurants and mobile food service activities;T97.0 - Activities of households as employers of domestic personnel;The target focuses on reducing food waste in retail, food services, and households, involving retail, food service, and household activities.;9
TA3.26;nan;;;;;;;nan;;;No content available.;0
TA3.27;Making all packaging recyclable (see European Parliament resolution of 10 February 2021 on the New Circular Economy Action Plan, the New Circular Economy Action Plan and art. 5 of this Proposal);C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;The target involves making packaging recyclable, relevant to manufacturing of packaging materials and waste management.;9
TA3.28;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste, per unit of packaging: From 1 January 2030 (i) 30% for contact sensitive packaging made from polyethylene terephthalate (PET) as major component, (ii) 10% for contact sensitive made from plastic materials other than PET, except single use plastic bottles, (iii) 30% for single use plastic beverage bottles, (iv) 35% for other plastic packaging From 1 January 2040 (v) 50% for contact sensitive plastic packaging, except single use plastic beverage bottles, (vi) 65% for single use plastic beverage bottles, (vii) 65% for other plastic packaging;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;The target is about increasing recycled content in plastic packaging, involving manufacturing and waste management.;9
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter;C - Manufacturing;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;;C22 - Manufacture of rubber and plastic products;G47 - Retail trade, except of motor vehicles and motorcycles;;C22.2 - Manufacture of plastics products;G47.1 - Retail sale in non-specialised stores;;The target involves reducing the use of plastic bags, relevant to manufacturing and retail sectors.;8
TA3.3;Double its circular material use rate in the coming decade;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C32 - Other manufacturing;;E38.3 - Materials recovery;C32.9 - Manufacturing n.e.c.;;The target is about increasing circular material use, involving waste management and manufacturing.;8
TA3.30;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;The target focuses on reducing packaging waste, involving manufacturing and waste management.;9
TA3.31;Recycling or preparing for re-use 65% of all packaging waste by 2025, 70% by 2030;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C22 - Manufacture of rubber and plastic products;;E38.3 - Materials recovery;C22.2 - Manufacture of plastics products;;The target sets recycling goals for packaging waste, involving waste management and manufacturing.;9
TA3.32;Recycling of plastic in packaging: 55%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C22 - Manufacture of rubber and plastic products;;E38.3 - Materials recovery;C22.2 - Manufacture of plastics products;;The target is about recycling plastic packaging, involving waste management and manufacturing.;9
TA3.33;Recycling of wood in packaging: 30%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C16 - Manufacture of wood and of products of wood and cork, except furniture;;E38.3 - Materials recovery;C16.2 - Manufacture of products of wood, cork, straw and plaiting materials;;The target focuses on recycling wood packaging, involving waste management and wood product manufacturing.;9
TA3.34;Recycling of ferrous metals in packaging: 80%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C24 - Manufacture of basic metals;;E38.3 - Materials recovery;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;The target is about recycling ferrous metal packaging, involving waste management and metal manufacturing.;9
TA3.35;Recycling of aluminium in packaging: 60%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C24 - Manufacture of basic metals;;E38.3 - Materials recovery;C24.4 - Manufacture of basic precious and other non-ferrous metals;;The target involves recycling aluminium packaging, relevant to waste management and metal manufacturing.;9
TA3.36;Recycling of glass in packaging: 75%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C23 - Manufacture of other non-metallic mineral products;;E38.3 - Materials recovery;C23.1 - Manufacture of glass and glass products;;The target focuses on recycling glass packaging, involving waste management and glass manufacturing.;9
TA3.37;Recycling of paper and cardboard in packaging: 85%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C17 - Manufacture of paper and paper products;;E38.3 - Materials recovery;C17.2 - Manufacture of articles of paper and paperboard;;The target is about recycling paper and cardboard packaging, involving waste management and paper manufacturing.;9
TA3.38;nan;;;;;;;nan;;;No content available.;0
TA3.39;From 2025, beverage bottles listed in Part F of the Annex which are manufactured from polyethylene terephthalate as the major component (‘PET bottles’) contain at least 25 % recycled plastic, calculated as an average for all PET bottles placed on the market on the territory of that Member State;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;The target involves increasing recycled content in PET bottles, relevant to manufacturing and waste management.;9
TA3.4;By 2030 textile products placed on the EU market are long-lived and recyclable, to a great extent made of recycled fibres, free of hazardous substances and produced in respect of social rights and the environment;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C13 - Manufacture of textiles;E38 - Waste collection, treatment and disposal activities, materials recovery;;C13.9 - Manufacture of other textiles;E38.3 - Materials recovery;;The target focuses on sustainable textile production, involving textile manufacturing and waste management.;9
TA3.40;Member States shall meet the target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C22 - Manufacture of rubber and plastic products;;E38.3 - Materials recovery;C22.2 - Manufacture of plastics products;;The target sets collection goals for plastic bottles, involving waste management and plastic manufacturing.;9
TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the three preceding years in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C26 - Manufacture of computer, electronic and optical products;;E38.3 - Materials recovery;C26.1 - Manufacture of electronic components and boards;;The target involves collection of waste electrical and electronic equipment, relevant to waste management and electronics manufacturing.;9
TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: - 85% for Category 1 (temperature exchange equipment) or Category 4 (large equipment with any external dimension more than 50 cm) - 80% for Category 2 (e.g., screens and monitors) - 75% for Category 5 (small equipment with no external dimension more than 50 cm) or 6 (Small IT and telecommunication equipment with no external dimension more than 50 cm).;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C26 - Manufacture of computer, electronic and optical products;;E38.3 - Materials recovery;C26.1 - Manufacture of electronic components and boards;;The target sets recovery goals for WEEE, involving waste management and electronics manufacturing.;9
TA3.43;From 15 August 2018, the preparation for re-use targets for the WEEE falling within the following categories of Annex III shall be: - 80% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C26 - Manufacture of computer, electronic and optical products;;E38.3 - Materials recovery;C26.1 - Manufacture of electronic components and boards;;The target involves preparation for re-use of WEEE, relevant to waste management and electronics manufacturing.;9
TA3.44;From 15 August 2018, the recycling targets for the WEEE falling within the following categories of Annex III shall be: - 0% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C26 - Manufacture of computer, electronic and optical products;;E38.3 - Materials recovery;C26.1 - Manufacture of electronic components and boards;;The target sets recycling goals for WEEE, involving waste management and electronics manufacturing.;9
TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C32 - Other manufacturing;;E38.3 - Materials recovery;C32.9 - Manufacturing n.e.c.;;The target focuses on increasing re-use and recycling of municipal waste, involving waste management and manufacturing.;9
TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;C - Manufacturing;I - Accommodation and Food Service Activities;;C10 - Manufacture of food products;I56 - Food and beverage service activities;;C10.8 - Manufacture of other food products;I56.1 - Restaurants and mobile food service activities;;The target is about reducing food waste, relevant to food manufacturing and service sectors.;8
TA3.47;Hazardous household waste will have to be collected separately by 2022, bio-waste by 2023 and textiles by 2025;E - Water Supply, Sewerage, Waste Management and Remediation Activities;C - Manufacturing;;E38 - Waste collection, treatment and disposal activities, materials recovery;C13 - Manufacture of textiles;;E38.3 - Materials recovery;C13.9 - Manufacture of other textiles;;The target involves separate collection of various waste types, relevant to waste management and textile manufacturing.;9
TA3.48;nan;;;;;;;nan;;;No content available.;0
TA3.5;By 2030 producers will have responsibility for their products along the value chain, including when they become waste. The circular textiles ecosystem is thriving, driven by sufficient capacities for innovative fibre-to-fibre recycling, while the incineration and landfilling of textiles is reduced to the minimum.;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C13 - Manufacture of textiles;E38 - Waste collection, treatment and disposal activities, materials recovery;;C13.9 - Manufacture of other textiles;E38.3 - Materials recovery;;The target focuses on circular economy in textiles, involving textile manufacturing and waste management.;9
TA3.6;nan;;;;;;;nan;;;No content available.;0
TA3.7;nan;;;;;;;nan;;;No content available.;0
TA3.8;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;B - Mining and Quarrying;C - Manufacturing;;B7 - Mining of metal ores;C24 - Manufacture of basic metals;;B7.1 - Mining of iron ores;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;The target involves extraction of raw materials, relevant to mining and metal manufacturing.;9
TA3.9;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's processing capacity, including for all intermediate processing steps, is able to produce at least 40% of the Union's annual consumption of strategic raw materials;B - Mining and Quarrying;C - Manufacturing;;B7 - Mining of metal ores;C24 - Manufacture of basic metals;;B7.1 - Mining of iron ores;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;The target focuses on processing of raw materials, relevant to mining and metal manufacturing.;9
