target_code;target_content;thematic_area;sub_theme;justification
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to reduce plastic waste, which is a key aspect of a circular economy.
TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;TA3_Industrial strategy for a clean and circular economy;Food Waste Reduction;This target is assigned to Food Waste Reduction as it specifically mentions reducing food waste.
TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to reduce food waste, which is a key aspect of a circular economy.
TA6.12;10. Significant progress in the remediation of contaminated soil sites;TA6_Preserving and protecting biodiversity;Soil Remediation;This target is assigned to Soil Remediation as it specifically mentions remediation of contaminated soil sites.
TA6.12;10. Significant progress in the remediation of contaminated soil sites;TA6_Preserving and protecting biodiversity;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect the environment by remediating contaminated soil sites.
TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the three preceding years in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;TA3_Industrial strategy for a clean and circular economy;Electronic Waste Collection;This target is assigned to Electronic Waste Collection as it specifically mentions collecting electronic waste.
TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the three preceding years in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to collect and recycle electronic waste, which is a key aspect of a circular economy.
TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030 and should contribute to at least 35% of the aviation fuel mix by 2050, according to the EC proposal for ReFuelEU Aviation;TA4_Sustainable and smart mobility;Sustainable Aviation;This target is assigned to Sustainable Aviation as it specifically mentions decarbonizing the aviation sector.
TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030 and should contribute to at least 35% of the aviation fuel mix by 2050, according to the EC proposal for ReFuelEU Aviation;TA4_Sustainable and smart mobility;Low-Carbon Transportation;This target is also assigned to Low-Carbon Transportation as it aims to reduce greenhouse gas emissions from the aviation sector.
TA6.40;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through integration of urban green space into buildings and infrastructure, in urban ecosystem areas, determined in accordance with Article 11(2b), measured every six years after 31 December 2030, until a satisfactory level identified in accordance with Article 11(3) is reached;TA6_Preserving and protecting biodiversity;Urban Green Space;This target is assigned to Urban Green Space as it specifically mentions increasing the area of urban green space.
TA6.40;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through integration of urban green space into buildings and infrastructure, in urban ecosystem areas, determined in accordance with Article 11(2b), measured every six years after 31 December 2030, until a satisfactory level identified in accordance with Article 11(3) is reached;TA6_Preserving and protecting biodiversity;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve urban ecosystems.
TA1.4;Achieve a climate-resilient society status, fully adapted to the unavoidable impacts of climate change;TA1_Climate ambition;Climate Resilience;This target is assigned to Climate Resilience as it specifically mentions achieving a climate-resilient society.
TA1.4;Achieve a climate-resilient society status, fully adapted to the unavoidable impacts of climate change;TA1_Climate ambition;Climate Adaptation;This target is also assigned to Climate Adaptation as it aims to adapt to the impacts of climate change.
TA5.24;Ensure Fair, inclusive and ethical value chains. Improve working conditions, ensure occupation health and safety. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Responsibility;This target is assigned to Social Responsibility as it specifically mentions ensuring fair and ethical value chains and promoting socially responsible production methods.
TA5.24;Ensure Fair, inclusive and ethical value chains. Improve working conditions, ensure occupation health and safety. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is also assigned to Sustainable Agriculture as it aims to promote socially responsible production methods and ensure fair working conditions in the agricultural sector.
TA2.24;Each Member State shall ensure that at least 3 % of the total floor area of heated and/or cooled buildings (of buildings which have a total useful floor area of over 250 m2) that are owned by public bodies is renovated each year to be transformed into at least nearly zero-energy buildings or zero-emission buildings in accordance with Article 9 of Directive 2010/31/EU;TA2_Clean, affordable and secure energy;Energy Efficiency;This target is assigned to Energy Efficiency as it specifically mentions renovating buildings to improve energy efficiency.
TA2.24;Each Member State shall ensure that at least 3 % of the total floor area of heated and/or cooled buildings (of buildings which have a total useful floor area of over 250 m2) that are owned by public bodies is renovated each year to be transformed into at least nearly zero-energy buildings or zero-emission buildings in accordance with Article 9 of Directive 2010/31/EU;TA2_Clean, affordable and secure energy;Low-Carbon Buildings;This target is also assigned to Low-Carbon Buildings as it aims to reduce greenhouse gas emissions from buildings.
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is assigned to Sustainable Transportation as it specifically mentions facilitating seamless multimodal passenger transport.
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;TA4_Sustainable and smart mobility;Digitalization;This target is also assigned to Digitalization as it mentions using integrated electronic ticketing to facilitate transportation.
TA5.28;Extend the mandatory origin or provenance indications to certain products.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Labeling;This target is assigned to Food Labeling as it specifically mentions extending mandatory origin or provenance indications to certain products.
TA5.28;Extend the mandatory origin or provenance indications to certain products.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Consumer Protection;This target is also assigned to Consumer Protection as it aims to provide consumers with accurate information about the origin of products.
TA3.37;Recycling of paper and cardboard in packaging: 85%;TA3_Industrial strategy for a clean and circular economy;Waste Recycling;This target is assigned to Waste Recycling as it specifically mentions recycling paper and cardboard in packaging.
TA3.37;Recycling of paper and cardboard in packaging: 85%;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to increase recycling rates, which is a key aspect of a circular economy.
TA6.32;(chapter I - art. 2: subject matter) Member States shall put in place effective and area-based restoration measures with the aim to jointly cover, as a Union target, throughout the areas and ecosystems within the scope as defined in Article 2, by 2030, at least 20 % of land areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA6_Preserving and protecting biodiversity;Ecosystem Restoration;This target is assigned to Ecosystem Restoration as it specifically mentions putting in place restoration measures for land areas and ecosystems.
TA6.32;(chapter I - art. 2: subject matter) Member States shall put in place effective and area-based restoration measures with the aim to jointly cover, as a Union target, throughout the areas and ecosystems within the scope as defined in Article 2, by 2030, at least 20 % of land areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA6_Preserving and protecting biodiversity;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve ecosystems.
TA5.27;Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Labeling;This target is assigned to Food Labeling as it specifically mentions providing food information and labeling to consumers.
TA5.27;Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Consumer Protection;This target is also assigned to Consumer Protection as it aims to empower consumers to make informed choices about their food.
TA5.18;Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Agricultural Policy;This target is assigned to Agricultural Policy as it specifically mentions improving agricultural rules to strengthen the position of farmers.
TA5.18;Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is also assigned to Sustainable Agriculture as it aims to improve the position of farmers in the food supply chain.
TA4.12;GHG intensity reduction target in the maritme sector (link Agreement Council - Parliament on 23.03.2023): -2% from 1 January 2025, -6% from 1 January 2030, -14.5% from 1 January 2035, -31% from 1 January 2040, -62% from 1 January 2045, -80% from 1 January 2050;TA4_Sustainable and smart mobility;Low-Carbon Transportation;This target is assigned to Low-Carbon Transportation as it specifically mentions reducing greenhouse gas emissions in the maritime sector.
TA4.12;GHG intensity reduction target in the maritme sector (link Agreement Council - Parliament on 23.03.2023): -2% from 1 January 2025, -6% from 1 January 2030, -14.5% from 1 January 2035, -31% from 1 January 2040, -62% from 1 January 2045, -80% from 1 January 2050;TA4_Sustainable and smart mobility;Sustainable Shipping;This target is also assigned to Sustainable Shipping as it aims to reduce greenhouse gas emissions from the maritime sector.
TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is assigned to Sustainable Transportation as it specifically mentions equipping the TEN-T network for sustainable and smart transport.
TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;TA4_Sustainable and smart mobility;Digitalization;This target is also assigned to Digitalization as it mentions using high speed connectivity to facilitate transportation.
TA2.16;Each Member State shall increase the share of renewable energy in that sector by at least 0,8 percentage points as an annual average calculated for the period 2021 to 2025 and by at least 1,1 percentage points as an annual average calculated for the period 2026 to 2030, starting from the share of renewable energy in the heating and cooling sector in 2020;TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions increasing the share of renewable energy in the heating and cooling sector.
TA2.16;Each Member State shall increase the share of renewable energy in that sector by at least 0,8 percentage points as an annual average calculated for the period 2021 to 2025 and by at least 1,1 percentage points as an annual average calculated for the period 2026 to 2030, starting from the share of renewable energy in the heating and cooling sector in 2020;TA2_Clean, affordable and secure energy;Low-Carbon Energy;This target is also assigned to Low-Carbon Energy as it aims to increase the share of renewable energy, which is a key aspect of low-carbon energy.
TA4.4;A target for the use of RFNBO of 2% of the energy used on board by a ship from 2034;TA4_Sustainable and smart mobility;Sustainable Shipping;This target is assigned to Sustainable Shipping as it specifically mentions using RFNBO on board ships.
TA4.4;A target for the use of RFNBO of 2% of the energy used on board by a ship from 2034;TA4_Sustainable and smart mobility;Low-Carbon Transportation;This target is also assigned to Low-Carbon Transportation as it aims to reduce greenhouse gas emissions from the maritime sector.
TA1.3;Reduce of 55% GHG emissions compared to 1990 levels (2040 target under discussion);TA1_Climate ambition;Greenhouse Gas Reduction;This target is assigned to Greenhouse Gas Reduction as it specifically mentions reducing GHG emissions.
TA1.3;Reduce of 55% GHG emissions compared to 1990 levels (2040 target under discussion);TA1_Climate ambition;Climate Change Mitigation;This target is also assigned to Climate Change Mitigation as it aims to reduce GHG emissions, which is a key aspect of mitigating climate change.
TA6.58;Protecting EU’s last remaining primary and old-growth forests;TA6_Preserving and protecting biodiversity;Forest Conservation;This target is assigned to Forest Conservation as it specifically mentions protecting primary and old-growth forests.
TA6.58;Protecting EU’s last remaining primary and old-growth forests;TA6_Preserving and protecting biodiversity;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve forests.
TA4.16;From 1 January 2020, this Regulation sets an EU fleet-wide target of 95 g CO2/km for the average emissions of new passenger cars and an EU fleet-wide target of 147 g CO2/km for the average emissions of new light commercial vehicles registered in the Union, as measured until 31 December 2020 in accordance with Regulation (EC) No 692/2008 together with Implementing Regulations (EU) 2017/1152 and (EU) 2017/1153, and from 1 January 2021 measured in accordance with Regulation (EU) 2017/1151.;TA4_Sustainable and smart mobility;Low-Carbon Transportation;This target is assigned to Low-Carbon Transportation as it specifically mentions reducing CO2 emissions from new passenger cars and light commercial vehicles.
TA4.16;From 1 January 2020, this Regulation sets an EU fleet-wide target of 95 g CO2/km for the average emissions of new passenger cars and an EU fleet-wide target of 147 g CO2/km for the average emissions of new light commercial vehicles registered in the Union, as measured until 31 December 2020 in accordance with Regulation (EC) No 692/2008 together with Implementing Regulations (EU) 2017/1152 and (EU) 2017/1153, and from 1 January 2021 measured in accordance with Regulation (EU) 2017/1151.;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is also assigned to Sustainable Transportation as it aims to reduce greenhouse gas emissions from the transportation sector.
TA5.16;Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood. ;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Responsibility;This target is assigned to Social Responsibility as it specifically mentions ensuring fair income and salaries for primary producers.
TA5.16;Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood. ;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is also assigned to Sustainable Agriculture as it aims to improve the livelihood of primary producers, which is a key aspect of sustainable agriculture.
TA7.20;Having all soils in healthy condition by 2050;TA7_Towards a zero-pollution ambition for a toxic free environment;Soil Conservation;This target is assigned to Soil Conservation as it specifically mentions having all soils in healthy condition.
TA7.20;Having all soils in healthy condition by 2050;TA7_Towards a zero-pollution ambition for a toxic free environment;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve soils.
TA4.50;All external costs of transport within the EU will be covered by the transport users;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is assigned to Sustainable Transportation as it specifically mentions covering external costs of transport.
TA4.50;All external costs of transport within the EU will be covered by the transport users;TA4_Sustainable and smart mobility;Transport Policy;This target is also assigned to Transport Policy as it aims to internalize the external costs of transport, which is a key aspect of transport policy.
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehiclesdeployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW;TA4_Sustainable and smart mobility;Electric Vehicle Charging;This target is assigned to Electric Vehicle Charging as it specifically mentions deploying publicly accessible recharging pools for light-duty vehicles.
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehiclesdeployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is also assigned to Sustainable Transportation as it aims to promote the use of electric vehicles, which is a key aspect of sustainable transportation.
TA7.16;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity;TA7_Towards a zero-pollution ambition for a toxic free environment;Air Pollution Reduction;This target is assigned to Air Pollution Reduction as it specifically mentions reducing air pollution that threatens biodiversity.
TA7.16;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity;TA7_Towards a zero-pollution ambition for a toxic free environment;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve ecosystems from air pollution.
TA3.19;All batteries incorporated in market products shall be readily removable and replaceable by the end-user at any time during the lifetime (except some derogations);TA3_Industrial strategy for a clean and circular economy;Sustainable Product Design;This target is assigned to Sustainable Product Design as it specifically mentions designing products with removable and replaceable batteries.
TA3.19;All batteries incorporated in market products shall be readily removable and replaceable by the end-user at any time during the lifetime (except some derogations);TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to promote sustainable product design, which is a key aspect of a circular economy.
TA1.9;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %);TA1_Climate ambition;Greenhouse Gas Reduction;This target is assigned to Greenhouse Gas Reduction as it specifically mentions reducing GHG emissions from sectors covered by the EU ETS.
TA1.9;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %);TA1_Climate ambition;Climate Change Mitigation;This target is also assigned to Climate Change Mitigation as it aims to reduce GHG emissions, which is a key aspect of mitigating climate change.
TA2.32;100% of on-site energy consumption to be covered by renewable energy as for new buildings;TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions covering on-site energy consumption with renewable energy.
TA2.32;100% of on-site energy consumption to be covered by renewable energy as for new buildings;TA2_Clean, affordable and secure energy;Low-Carbon Buildings;This target is also assigned to Low-Carbon Buildings as it aims to reduce greenhouse gas emissions from buildings.
TA6.41;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 11(2b), an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 11(3) is reached.;TA6_Preserving and protecting biodiversity;Urban Forestry;This target is assigned to Urban Forestry as it specifically mentions increasing urban tree canopy cover.
TA6.41;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 11(2b), an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 11(3) is reached.;TA6_Preserving and protecting biodiversity;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve urban ecosystems.
TA4.23;Build 1.000 hydrogen stations by 2030. By 2025, build half of the 1.000 hydrogen stations needed for 2030;TA4_Sustainable and smart mobility;Hydrogen Infrastructure;This target is assigned to Hydrogen Infrastructure as it specifically mentions building hydrogen stations.
TA4.23;Build 1.000 hydrogen stations by 2030. By 2025, build half of the 1.000 hydrogen stations needed for 2030;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is also assigned to Sustainable Transportation as it aims to promote the use of hydrogen fuel cell vehicles, which is a key aspect of sustainable transportation.
TA3.34;Recycling of ferrous metals in packaging: 80%;TA3_Industrial strategy for a clean and circular economy;Waste Recycling;This target is assigned to Waste Recycling as it specifically mentions recycling ferrous metals in packaging.
TA3.34;Recycling of ferrous metals in packaging: 80%;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to increase recycling rates, which is a key aspect of a circular economy.
TA2.6;Energy demand to be covered by solar heat and geothermal should at least triple (currently rate at 1,5%);TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions increasing the share of solar heat and geothermal energy.
TA2.6;Energy demand to be covered by solar heat and geothermal should at least triple (currently rate at 1,5%);TA2_Clean, affordable and secure energy;Low-Carbon Energy;This target is also assigned to Low-Carbon Energy as it aims to increase the share of renewable energy, which is a key aspect of low-carbon energy.
TA2.19;The fisheries sector must follow the two mutually reinforcing paths of reducing energy intensity, on the one hand, and switching to renewable and low-carbon energy sources, on the other hand;TA2_Clean, affordable and secure energy;Sustainable Fisheries;This target is assigned to Sustainable Fisheries as it specifically mentions reducing energy intensity and switching to renewable energy sources in the fisheries sector.
TA2.19;The fisheries sector must follow the two mutually reinforcing paths of reducing energy intensity, on the one hand, and switching to renewable and low-carbon energy sources, on the other hand;TA2_Clean, affordable and secure energy;Low-Carbon Energy;This target is also assigned to Low-Carbon Energy as it aims to reduce greenhouse gas emissions from the fisheries sector.
TA3.30;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;TA3_Industrial strategy for a clean and circular economy;Waste Reduction;This target is assigned to Waste Reduction as it specifically mentions reducing packaging waste.
TA3.30;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to Circular Economy as it aims to reduce waste, which is a key aspect of a circular economy.
TA2.34;Each Member State will adopt its own national trajectory to reduce the average primary energy use of residential buildings by 16% by 2030 and 20-22% by 2035;TA2_Clean, affordable and secure energy;Energy Efficiency;This target is assigned to Energy Efficiency as it specifically mentions reducing primary energy use in residential buildings.
TA2.34;Each Member State will adopt its own national trajectory to reduce the average primary energy use of residential buildings by 16% by 2030 and 20-22% by 2035;TA2_Clean, affordable and secure energy;Low-Carbon Buildings;This target is also assigned to Low-Carbon Buildings as it aims to reduce greenhouse gas emissions from buildings.
TA2.17;the Union’s 2030 targets for energy and climate” means the Union-wide binding target for reducing greenhouse gas emissions in 2030 referred to in Article 4(1) of Regulation (EU) 2021/1119, the Union’s binding target for renewable energy for 2030 set in Article 3(1) of Directive (EU) 2018/2001, the Union-level target for improving energy efficiency in 2030 referred to in Article 4(1) of Directive (EU) .../... of the European Parliament and of the Council*+ and the 15 % electricity interconnection target for 2030 or any subsequent targets in that regard agreed by the European Council or by the European Parliament and by the Council for 2030.;TA2_Clean, affordable and secure energy;Climate Change Mitigation;This target is assigned to Climate Change Mitigation as it specifically mentions reducing greenhouse gas emissions.
TA2.17;the Union’s 2030 targets for energy and climate” means the Union-wide binding target for reducing greenhouse gas emissions in 2030 referred to in Article 4(1) of Regulation (EU) 2021/1119, the Union’s binding target for renewable energy for 2030 set in Article 3(1) of Directive (EU) 2018/2001, the Union-level target for improving energy efficiency in 2030 referred to in Article 4(1) of Directive (EU) .../... of the European Parliament and of the Council*+ and the 15 % electricity interconnection target for 2030 or any subsequent targets in that regard agreed by the European Council or by the European Parliament and by the Council for 2030.;TA2_Clean, affordable and secure energy;Low-Carbon Energy;This target is also assigned to Low-Carbon Energy as it aims to increase the share of renewable energy and improve energy efficiency, which are key aspects of low-carbon energy.
TA1.12;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector;TA1_Climate ambition;Greenhouse Gas Reduction;This target is assigned to Greenhouse Gas Reduction as it specifically mentions achieving a net greenhouse gas removal.
TA1.12;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector;TA1_Climate ambition;Climate Change Mitigation;This target is also assigned to Climate Change Mitigation as it aims to reduce greenhouse gas emissions, which is a key aspect of mitigating climate change.
TA6.48;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds, (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds.;TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target is assigned to Biodiversity Conservation as it specifically mentions restoring agricultural ecosystems and conserving farmland bird populations.
TA6.48;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds, (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds.;TA6_Preserving and protecting biodiversity;Environmental Protection;This target is also assigned to Environmental Protection as it aims to protect and preserve agricultural ecosystems.
TA2.4;Doubling the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;TA2_Clean, affordable and secure energy;Renewable Energy;This target is assigned to Renewable Energy as it specifically mentions deploying heat pumps, which is a key aspect of renewable energy.
TA2.4;Doubling the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;TA2_Clean, affordable and secure energy;Low-Carbon Energy;This target is also assigned to Low-Carbon Energy as it aims to increase the share of renewable energy, which is a key aspect of low-carbon energy.
TA5.12;Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is assigned to Sustainable Agriculture as it specifically mentions ensuring access to quality seeds for plant varieties.
TA5.12;Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Climate Change Adaptation;This target is also assigned to Climate Change Adaptation as it aims to adapt to the pressures of climate change.
TA6.33;(chapter I - art. 2: subject matter) Member States shall put in place effective and area-based restoration measures with the aim to jointly cover, as a Union target, throughout the areas and ecosystems within the scope as defined in Article 2, by 2030, at least 20 % of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA6_Preserving and protecting biodiversity;Ecosystem Restoration;This target is assigned to Ecosystem Restoration as it specifically mentions putting in place restoration measures for sea areas and ecosystems.
