source_policydoc;impact_policydoc;impact_type;impact_weight;justification
Delivering on the EU offshore renewable energy ambitions;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The offshore renewable energy targets can enable the achievement of the energy efficiency targets, as offshore wind energy can reduce energy consumption and greenhouse gas emissions.
Delivering on the EU offshore renewable energy ambitions;A Renovation Wave for Europe;+;1;The offshore renewable energy targets can reinforce the renovation wave targets, as offshore wind energy can be used in conjunction with building renovations.
Delivering on the EU offshore renewable energy ambitions;REPowerEU Plan;+;2;The offshore renewable energy targets can reinforce the REPowerEU plan, as offshore wind energy can contribute to reducing greenhouse gas emissions and improving energy security.
Delivering on the EU offshore renewable energy ambitions;EU Solar Energy Strategy;+;1;The offshore renewable energy targets can enable the achievement of the EU solar energy strategy, as offshore wind energy can be used in conjunction with solar energy.
Delivering on the EU offshore renewable energy ambitions;Sustainable and Smart Mobility;+;1;The offshore renewable energy targets can create conditions for achieving sustainable and smart mobility, as offshore wind energy can power electric vehicles.
Delivering on the EU offshore renewable energy ambitions;Greening the CAP / Farm to fork Strategy;+;1;The offshore renewable energy targets can enable the achievement of the greening of the CAP and farm to fork strategy targets, as offshore wind energy can reduce greenhouse gas emissions from agriculture.
Delivering on the EU offshore renewable energy ambitions;Preserving and protecting biodiversity;+;1;The implementation of the offshore renewable energy targets can create conditions for preserving and protecting biodiversity, as offshore wind energy can reduce greenhouse gas emissions and improve air quality.
Sustainable and Smart Mobility;Energy from Renewable Sources;+;1;The sustainable and smart mobility targets can enable the achievement of the renewable energy targets, as electric vehicles can be powered by renewable energy.
Sustainable and Smart Mobility;Biofuels - Directive (EU) 2023/2413);+;1;The sustainable and smart mobility targets can create conditions for achieving the biofuels targets, as biofuels can be used in transport.
Sustainable and Smart Mobility;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The sustainable and smart mobility targets can enable the achievement of the energy efficiency targets, as energy-efficient transport can reduce energy consumption and greenhouse gas emissions.
Sustainable and Smart Mobility;A Renovation Wave for Europe;+;1;The sustainable and smart mobility targets can reinforce the renovation wave targets, as electric vehicle charging points can be installed in renovated buildings.
Sustainable and Smart Mobility;REPowerEU Plan;+;2;The sustainable and smart mobility targets can reinforce the REPowerEU plan, as electric vehicles can contribute to reducing greenhouse gas emissions and improving energy security.
Sustainable and Smart Mobility;EU Solar Energy Strategy;+;1;The sustainable and smart mobility targets can enable the achievement of the EU solar energy strategy, as electric vehicles can be powered by solar energy.
Sustainable and Smart Mobility;Delivering on the EU offshore renewable energy ambitions;+;1;The sustainable and smart mobility targets can create conditions for achieving the offshore renewable energy targets, as electric vehicles can be powered by offshore wind energy.
Sustainable and Smart Mobility;Greening the CAP / Farm to fork Strategy;+;1;The sustainable and smart mobility targets can enable the achievement of the greening of the CAP and farm to fork strategy targets, as electric vehicles can reduce greenhouse gas emissions from agriculture.
Sustainable and Smart Mobility;Preserving and protecting biodiversity;+;1;The implementation of the sustainable and smart mobility targets can create conditions for preserving and protecting biodiversity, as electric vehicles can reduce greenhouse gas emissions and improve air quality.
Greening the CAP / Farm to fork Strategy;Energy from Renewable Sources;+;1;The greening of the CAP and farm to fork strategy targets can enable the achievement of the renewable energy targets, as renewable energy can reduce greenhouse gas emissions from agriculture.
Greening the CAP / Farm to fork Strategy;Biofuels - Directive (EU) 2023/2413);+;1;The greening of the CAP and farm to fork strategy targets can create conditions for achieving the biofuels targets, as biofuels can be produced from renewable energy sources.
Greening the CAP / Farm to fork Strategy;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The greening of the CAP and farm to fork strategy targets can enable the achievement of the energy efficiency targets, as energy efficiency can reduce energy consumption and greenhouse gas emissions from agriculture.
Greening the CAP / Farm to fork Strategy;A Renovation Wave for Europe;+;1;The greening of the CAP and farm to fork strategy targets can reinforce the renovation wave targets, as energy-efficient buildings can reduce greenhouse gas emissions from agriculture.
Greening the CAP / Farm to fork Strategy;REPowerEU Plan;+;2;The greening of the CAP and farm to fork strategy targets can reinforce the REPowerEU plan, as renewable energy can contribute to reducing greenhouse gas emissions and improving energy security.
Greening the CAP / Farm to fork Strategy;EU Solar Energy Strategy;+;1;The greening of the CAP and farm to fork strategy targets can enable the achievement of the EU solar energy strategy, as solar energy can reduce greenhouse gas emissions from agriculture.
Greening the CAP / Farm to fork Strategy;Delivering on the EU offshore renewable energy ambitions;+;1;The greening of the CAP and farm to fork strategy targets can create conditions for achieving the offshore renewable energy targets, as offshore wind energy can contribute to the renewable energy mix.
Greening the CAP / Farm to fork Strategy;Sustainable and Smart Mobility;+;1;The greening of the CAP and farm to fork strategy targets can enable the achievement of the sustainable and smart mobility targets, as electric vehicles can reduce greenhouse gas emissions from agriculture.
Greening the CAP / Farm to fork Strategy;Preserving and protecting biodiversity;+;1;The implementation of the greening of the CAP and farm to fork strategy targets can create conditions for preserving and protecting biodiversity, as renewable energy can reduce greenhouse gas emissions and improve air quality.
Preserving and protecting biodiversity;Energy from Renewable Sources;+;1;The preservation and protection of biodiversity targets can enable the achievement of the renewable energy targets, as renewable energy can reduce greenhouse gas emissions and improve air quality.
Preserving and protecting biodiversity;Biofuels - Directive (EU) 2023/2413);+;1;The preservation and protection of biodiversity targets can create conditions for achieving the biofuels targets, as biofuels can be produced from renewable energy sources.
Preserving and protecting biodiversity;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The preservation and protection of biodiversity targets can enable the achievement of the energy efficiency targets, as energy efficiency can reduce energy consumption and greenhouse gas emissions.
Preserving and protecting biodiversity;A Renovation Wave for Europe;+;1;The preservation and protection of biodiversity targets can reinforce the renovation wave targets, as energy-efficient buildings can reduce greenhouse gas emissions and improve air quality.
Preserving and protecting biodiversity;REPowerEU Plan;+;2;The preservation and protection of biodiversity targets can reinforce the REPowerEU plan, as renewable energy can contribute to reducing greenhouse gas emissions and improving energy security.
Preserving and protecting biodiversity;EU Solar Energy Strategy;+;1;The preservation and protection of biodiversity targets can enable the achievement of the EU solar energy strategy, as solar energy can reduce greenhouse gas emissions and improve air quality.
Preserving and protecting biodiversity;Delivering on the EU offshore renewable energy ambitions;+;1;The preservation and protection of biodiversity targets can create conditions for achieving the offshore renewable energy targets, as offshore wind energy can contribute to the renewable energy mix.
Preserving and protecting biodiversity;Sustainable and Smart Mobility;+;1;The preservation and protection of biodiversity targets can enable the achievement of the sustainable and smart mobility targets, as electric vehicles can reduce greenhouse gas emissions and improve air quality.
Preserving and protecting biodiversity;Greening the CAP / Farm to fork Strategy;+;1;The preservation and protection of biodiversity targets can reinforce the greening of the CAP and farm to fork strategy targets, as renewable energy can reduce greenhouse gas emissions from agriculture.
