target_code;target_content;thematic_area;sub_theme;justification
TA2.10;Member States shall set an indicative target for innovative renewable energy technology of at least 5% of newly installed renewable energy capacity by 2030.\nRED III (Directive (EU) 2023/2413);TA2_Clean, affordable and secure energy;Renewable Energy Innovation;This target is assigned to the Renewable Energy Innovation sub-theme because it focuses on setting targets for innovative renewable energy technology.
TA2.10;Member States shall set an indicative target for innovative renewable energy technology of at least 5% of newly installed renewable energy capacity by 2030.\nRED III (Directive (EU) 2023/2413);TA2_Clean, affordable and secure energy;Renewable Energy Development;This target is also assigned to the Renewable Energy Development sub-theme because it aims to increase the share of renewable energy capacity.
TA5.30;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Affordability;This target is assigned to the Food Affordability sub-theme because it focuses on ensuring that food is affordable and sustainable.
TA5.30;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Production;This target is also assigned to the Sustainable Food Production sub-theme because it aims to make food sustainable.
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%*\nBiodiversity Strategy\nSee also assessment in Thematic Area 7;TA6_Preserving and protecting biodiversity;Sustainable Agriculture;This target is assigned to the Sustainable Agriculture sub-theme because it focuses on reducing the losses of nutrients from fertilizers and the use of fertilizers.
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%*\nBiodiversity Strategy\nSee also assessment in Thematic Area 7;TA6_Preserving and protecting biodiversity;Nutrient Management;This target is also assigned to the Nutrient Management sub-theme because it aims to reduce the losses of nutrients from fertilizers.
TA3.50;Member States shall ensure that the following targets are met by the waste management operators:\n(a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year,\n(b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year.\nProposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Waste Management;This target is assigned to the Waste Management sub-theme because it focuses on setting targets for waste management operators.
TA3.50;Member States shall ensure that the following targets are met by the waste management operators:\n(a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year,\n(b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year.\nProposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the reuse and recycling of waste.
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I until at least 90% is in good condition and until the favourable reference area for each habitat type in each biogeographic region of the Member State concerned is reached, (b) an increasing trend towards the sufficient quality and quantity of the terrestrial, coastal and freshwater habitats of the species referred to in Annexes II, IV and V to Directive 92/43/EEC and of the species covered by Directive 2009/147/EC.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Habitat Restoration;This target is assigned to the Habitat Restoration sub-theme because it focuses on increasing the area of habitats in good condition and improving the quality and quantity of habitats.
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I until at least 90% is in good condition and until the favourable reference area for each habitat type in each biogeographic region of the Member State concerned is reached, (b) an increasing trend towards the sufficient quality and quantity of the terrestrial, coastal and freshwater habitats of the species referred to in Annexes II, IV and V to Directive 92/43/EEC and of the species covered by Directive 2009/147/EC.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Ecosystem Conservation;This target is also assigned to the Ecosystem Conservation sub-theme because it aims to improve the quality and quantity of habitats and increase the area of habitats in good condition.
TA2.4;Double the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030.\nREPowerEU;TA2_Clean, affordable and secure energy;Heat Pump Deployment;This target is assigned to the Heat Pump Deployment sub-theme because it focuses on increasing the deployment rate of individual heat pumps.
TA2.4;Double the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030.\nREPowerEU;TA2_Clean, affordable and secure energy;Renewable Energy Development;This target is also assigned to the Renewable Energy Development sub-theme because it aims to increase the share of renewable energy capacity.
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level\nof at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels, identified in accordance with Article 14(5), are reached: (a) grassland butterfly index, (b) stock of organic carbon in cropland mineral soils, (c) share of agricultural land with high-diversity landscape features. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Agricultural Ecosystem Restoration;This target is assigned to the Agricultural Ecosystem Restoration sub-theme because it focuses on putting in place measures to achieve an increasing trend in agricultural ecosystems.
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level\nof at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV, measured in the period from the date of entry into force of this Regulation until 31 December 2030, and every six years thereafter, until the satisfactory levels, identified in accordance with Article 14(5), are reached: (a) grassland butterfly index, (b) stock of organic carbon in cropland mineral soils, (c) share of agricultural land with high-diversity landscape features. 'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Sustainable Agriculture;This target is also assigned to the Sustainable Agriculture sub-theme because it aims to improve the health of agricultural ecosystems.
TA4.55;Zero-emission in urban logistics\nThe new EU Urban Mobility Framework.;TA4_Sustainable and smart mobility;Sustainable Urban Mobility;This target is assigned to the Sustainable Urban Mobility sub-theme because it focuses on achieving zero-emission in urban logistics.
TA4.55;Zero-emission in urban logistics\nThe new EU Urban Mobility Framework.;TA4_Sustainable and smart mobility;Low-Emission Transportation;This target is also assigned to the Low-Emission Transportation sub-theme because it aims to reduce emissions in urban logistics.
TA2.23;Member States shall make efforts to collectively contribute to the indicative Union primary energy consumption target amounting to no more than 992.5 Mtoe in 2030.\nDirective (EU) 2023/1791;TA2_Clean, affordable and secure energy;Energy Consumption Reduction;This target is assigned to the Energy Consumption Reduction sub-theme because it focuses on reducing primary energy consumption.
TA2.23;Member States shall make efforts to collectively contribute to the indicative Union primary energy consumption target amounting to no more than 992.5 Mtoe in 2030.\nDirective (EU) 2023/1791;TA2_Clean, affordable and secure energy;Energy Efficiency;This target is also assigned to the Energy Efficiency sub-theme because it aims to reduce energy consumption.
TA3.34;Member States shall take the necessary measures to attain a recycling target of 70% of ferrous metals by weight of ferrous metals contained in packaging waste generated by 31 December 2025 and of 80% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Metal Recycling;This target is assigned to the Metal Recycling sub-theme because it focuses on setting recycling targets for ferrous metals.
TA3.34;Member States shall take the necessary measures to attain a recycling target of 70% of ferrous metals by weight of ferrous metals contained in packaging waste generated by 31 December 2025 and of 80% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the recycling of metals.
TA6.50;Reach no net land take\n(EU Soil Strategy for 2030);TA6_Preserving and protecting biodiversity;Sustainable Land Use;This target is assigned to the Sustainable Land Use sub-theme because it focuses on reaching no net land take.
TA6.50;Reach no net land take\n(EU Soil Strategy for 2030);TA6_Preserving and protecting biodiversity;Soil Conservation;This target is also assigned to the Soil Conservation sub-theme because it aims to protect soil from land take.
TA3.37;Member States shall take the necessary measures to attain a recycling target of 75% of paper and card- board by weight of paper and cardboard contained in packaging waste generated by 31 December 2025 and of 85% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Paper Recycling;This target is assigned to the Paper Recycling sub-theme because it focuses on setting recycling targets for paper and cardboard.
TA3.37;Member States shall take the necessary measures to attain a recycling target of 75% of paper and card- board by weight of paper and cardboard contained in packaging waste generated by 31 December 2025 and of 85% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the recycling of paper and cardboard.
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants: sulphur dioxide, nitrogen dioxide / nitrogen oxides, particulate matter (PM10, PM2.5), ozone, benzene, lead, carbon monoxide, arsenic, cadmium, nickel, and benzo(a)pyrene. The Directives take into account relevant World Health Organisation standards, guidelines and programmes. The Directives also guide the assessment of air quality by establishing a representative high-quality monitoring network, with more than 4.000 air quality monitoring stations across the EU, and by exchanging reliable, objective, comparable information on air quality, including to a wider public. Where levels are elevated above limit or target values, Member States should prepare an air quality plan or programme to address the sources responsible to ensure compliance and to keep exceedance periods as short as possible. In addition, information on air quality should be disseminated to the public. ;TA6_Preserving and protecting biodiversity;Air Quality Management;This target is assigned to the Air Quality Management sub-theme because it focuses on setting air quality standards and monitoring air quality.
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants: sulphur dioxide, nitrogen dioxide / nitrogen oxides, particulate matter (PM10, PM2.5), ozone, benzene, lead, carbon monoxide, arsenic, cadmium, nickel, and benzo(a)pyrene. The Directives take into account relevant World Health Organisation standards, guidelines and programmes. The Directives also guide the assessment of air quality by establishing a representative high-quality monitoring network, with more than 4.000 air quality monitoring stations across the EU, and by exchanging reliable, objective, comparable information on air quality, including to a wider public. Where levels are elevated above limit or target values, Member States should prepare an air quality plan or programme to address the sources responsible to ensure compliance and to keep exceedance periods as short as possible. In addition, information on air quality should be disseminated to the public. ;TA6_Preserving and protecting biodiversity;Pollution Reduction;This target is also assigned to the Pollution Reduction sub-theme because it aims to reduce air pollution.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Hydrogen Fueling Infrastructure;This target is assigned to the Hydrogen Fueling Infrastructure sub-theme because it focuses on deploying publicly accessible hydrogen refuelling stations.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Alternative Fuel Infrastructure;This target is also assigned to the Alternative Fuel Infrastructure sub-theme because it aims to increase the availability of alternative fueling options.
TA5.8;Water: Preserving freshwater, boosting water reuse in agriculture.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Water Conservation;This target is assigned to the Water Conservation sub-theme because it focuses on preserving freshwater and boosting water reuse in agriculture.
TA5.8;Water: Preserving freshwater, boosting water reuse in agriculture.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is also assigned to the Sustainable Agriculture sub-theme because it aims to improve the sustainability of agricultural practices.
TA2.5;Bring online over 320 GW of solar photovoltaic by 2025 and almost 600 GW by 2030\nEU Solar Energy Strategy;TA2_Clean, affordable and secure energy;Solar Energy Development;This target is assigned to the Solar Energy Development sub-theme because it focuses on increasing the deployment of solar photovoltaic energy.
TA2.5;Bring online over 320 GW of solar photovoltaic by 2025 and almost 600 GW by 2030\nEU Solar Energy Strategy;TA2_Clean, affordable and secure energy;Renewable Energy Development;This target is also assigned to the Renewable Energy Development sub-theme because it aims to increase the share of renewable energy capacity.
TA5.14;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Circular Economy;This target is assigned to the Circular Economy sub-theme because it focuses on promoting sustainable and circular production methods in food processing and retail.
TA5.14;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Production;This target is also assigned to the Sustainable Food Production sub-theme because it aims to improve the sustainability of food production.
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds, (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Agricultural Ecosystem Restoration;This target is assigned to the Agricultural Ecosystem Restoration sub-theme because it focuses on putting in place restoration measures for agricultural ecosystems.
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels: (a) 110 by 2030, 120 by 2040 and 130 by 2050, for Member States listed in Annex V with historically more depleted populations of farmland birds, (b) 105 by 2030, 110 by 2040 and 115 by 2050, for Member States listed in Annex V with historically less depleted populations of farmland birds.\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target is also assigned to the Biodiversity Conservation sub-theme because it aims to improve the health of farmland bird populations.
TA3.11;Diversify the Union’s imports of strategic raw materials with a view to ensuring that, by 2030, the Union’s annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries or from overseas countries or territories (OCTs) and that no third country accounts for more than 65% of the Union’s annual consumption of such a strategic raw material. Regulation (EU) 2024/1252;TA3_Industrial strategy for a clean and circular economy;Raw Material Sourcing;This target is assigned to the Raw Material Sourcing sub-theme because it focuses on diversifying the Union's imports of strategic raw materials.
TA3.11;Diversify the Union’s imports of strategic raw materials with a view to ensuring that, by 2030, the Union’s annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries or from overseas countries or territories (OCTs) and that no third country accounts for more than 65% of the Union’s annual consumption of such a strategic raw material. Regulation (EU) 2024/1252;TA3_Industrial strategy for a clean and circular economy;Supply Chain Resilience;This target is also assigned to the Supply Chain Resilience sub-theme because it aims to reduce the Union's dependence on individual third countries for strategic raw materials.
TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);TA7_Towards a zero-pollution ambition for a toxic free environment;Water Pollution Reduction;This target is assigned to the Water Pollution Reduction sub-theme because it focuses on improving water quality by reducing waste and plastic litter at sea.
TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);TA7_Towards a zero-pollution ambition for a toxic free environment;Pollution Reduction;This target is also assigned to the Pollution Reduction sub-theme because it aims to reduce pollution in the environment.
TA3.52;At least 20% of the carbon used in the chemical\nand plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;TA3_Industrial strategy for a clean and circular economy;Sustainable Carbon Sourcing;This target is assigned to the Sustainable Carbon Sourcing sub-theme because it focuses on increasing the use of sustainable non-fossil carbon sources in chemical and plastic products.
TA3.52;At least 20% of the carbon used in the chemical\nand plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the use of sustainable carbon sources in the production of chemical and plastic products.
TA2.14;Each Member State shall increase the share of renewable energy in the heating and cooling sector by at least 0.8 percentage points as an annual average calculated for the period 2021 to 2025 and by at least 1.1 percentage points as an annual average calculated for the period 2026 to 2030, starting from the share of renewable energy in the sector in 2020. RED III (Directive (EU) 2023/2413);TA2_Clean, affordable and secure energy;Renewable Energy Development;This target is assigned to the Renewable Energy Development sub-theme because it focuses on increasing the share of renewable energy in the heating and cooling sector.
TA2.14;Each Member State shall increase the share of renewable energy in the heating and cooling sector by at least 0.8 percentage points as an annual average calculated for the period 2021 to 2025 and by at least 1.1 percentage points as an annual average calculated for the period 2026 to 2030, starting from the share of renewable energy in the sector in 2020. RED III (Directive (EU) 2023/2413);TA2_Clean, affordable and secure energy;Energy Efficiency;This target is also assigned to the Energy Efficiency sub-theme because it aims to increase the efficiency of energy use in the heating and cooling sector.
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition. Such measures shall be in place: (a) on at least 30% by 2030 of the total area of groups 1–6 of habitat types listed in Annex II [...], (b) on at least 60% by 2040 and on at least 90% by 2050 of the area of each of the groups 1–6 of habitat types listed in Annex II [...], (c) on at least two thirds of the percentage, referred to in point (d), by 2040 of the area of group 7 of habitat types listed in Annex II [...]\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;This target is assigned to the Marine Ecosystem Restoration sub-theme because it focuses on putting in place restoration measures for marine ecosystems.
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition. Such measures shall be in place: (a) on at least 30% by 2030 of the total area of groups 1–6 of habitat types listed in Annex II [...], (b) on at least 60% by 2040 and on at least 90% by 2050 of the area of each of the groups 1–6 of habitat types listed in Annex II [...], (c) on at least two thirds of the percentage, referred to in point (d), by 2040 of the area of group 7 of habitat types listed in Annex II [...]\n'Nature Restoration Law';TA6_Preserving and protecting biodiversity;Habitat Restoration;This target is also assigned to the Habitat Restoration sub-theme because it aims to improve the condition of habitats in marine ecosystems.
TA1.8;Reach energy neutrality in the wastewater treatment sector by 2045.\nDirective concerning urban wastewater;TA1_Climate ambition;Energy Efficiency;This target is assigned to the Energy Efficiency sub-theme because it focuses on reaching energy neutrality in the wastewater treatment sector.
TA1.8;Reach energy neutrality in the wastewater treatment sector by 2045.\nDirective concerning urban wastewater;TA1_Climate ambition;Water Management;This target is also assigned to the Water Management sub-theme because it aims to improve the energy efficiency of wastewater treatment.
TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is:\n(a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Vehicle Recycling;This target is assigned to the Vehicle Recycling sub-theme because it focuses on setting requirements for the recyclability and recoverability of vehicles.
TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is:\n(a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the recyclability and recoverability of vehicles.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019:\n(a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029,\n(b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034,\n(c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039,\n(d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards\nRegulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Low-Emission Transportation;This target is assigned to the Low-Emission Transportation sub-theme because it focuses on reducing the average CO2 emissions of new heavy-duty motor vehicles.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019:\n(a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029,\n(b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034,\n(c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039,\n(d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards\nRegulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Emission Reduction;This target is also assigned to the Emission Reduction sub-theme because it aims to reduce CO2 emissions from heavy-duty motor vehicles.
TA6.4;2b. Strictly protect all remaining EU primary and old- growth forests\nBiodiversity Strategy\nTarget in common with the New EU Forest Strategy;TA6_Preserving and protecting biodiversity;Forest Conservation;This target is assigned to the Forest Conservation sub-theme because it focuses on strictly protecting all remaining EU primary and old-growth forests.
TA6.4;2b. Strictly protect all remaining EU primary and old- growth forests\nBiodiversity Strategy\nTarget in common with the New EU Forest Strategy;TA6_Preserving and protecting biodiversity;Biodiversity Conservation;This target is also assigned to the Biodiversity Conservation sub-theme because it aims to protect forests, which are important habitats for many species.
TA1.12;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector, by 2030, and Member State-specific targets for 2030 summing up to -42 MtCO2e increase in LULUCF sink between 2016-2018 and 2030.;TA1_Climate ambition;Carbon Sequestration;This target is assigned to the Carbon Sequestration sub-theme because it focuses on achieving a net greenhouse gas removal in the LULUCF sector.
TA1.12;Achieve an EU net greenhouse gas removal of 310 million tonnes CO2 equivalent per year for the land use, land use change and forestry (LULUCF) sector, by 2030, and Member State-specific targets for 2030 summing up to -42 MtCO2e increase in LULUCF sink between 2016-2018 and 2030.;TA1_Climate ambition;Climate Change Mitigation;This target is also assigned to the Climate Change Mitigation sub-theme because it aims to reduce greenhouse gas emissions.
TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel\nwith a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Electric Vehicle Charging Infrastructure;This target is assigned to the Electric Vehicle Charging Infrastructure sub-theme because it focuses on deploying publicly accessible recharging pools for heavy-duty electric vehicles.
TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel\nwith a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Alternative Fuel Infrastructure;This target is also assigned to the Alternative Fuel Infrastructure sub-theme because it aims to increase the availability of alternative fueling options for heavy-duty electric vehicles.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA1_Climate ambition;Greenhouse Gas Emission Reduction;This target is assigned to the Greenhouse Gas Emission Reduction sub-theme because it focuses on reducing net GHG emissions.
