TA6.29;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025; 6% from 1 January 2030; 14.5% from 1 January 2035; 31% from 1 January 2040; 62% from 1 January 2045; 80% from 1 January 2050.;+;The implementation of TA6.29 is likely to have a positive impact on TA4.3, as the restoration of terrestrial ecosystems can help reduce greenhouse gas emissions and improve the overall environmental sustainability of the transportation sector.

TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas.;TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles.;+;The implementation of TA6.36 is likely to have a positive impact on TA4.13, as the preservation of urban green spaces and tree canopy cover can help improve air quality and reduce the need for fossil fuels in urban transportation.

TA6.37;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure.;TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019.;+;The implementation of TA6.37 is likely to have a positive impact on TA4.15, as the increase in urban green spaces can help reduce the urban heat island effect and improve air quality, making it easier to achieve reductions in CO2 emissions from heavy-duty vehicles.

TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 14(5) is reached.;TA4.18;The share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%.;+;The implementation of TA6.38 is likely to have a positive impact on TA4.18, as the increase in urban tree canopy cover can help improve air quality and reduce the need for fossil fuels in transportation, making it easier to achieve the target of limiting biofuels and biogas production.

TA6.39;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters.;TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU.;+;The implementation of TA6.39 is likely to have a positive impact on TA4.20, as the restoration of natural connectivity in rivers and floodplains can help improve the overall environmental sustainability of the energy sector and increase the availability of renewable energy sources.

TA6.40;(pollinator) Member States shall, by putting in place in a timely manner appropriate and effective measures, improve pollinator diversity and reverse the decline of pollinator populations at the latest by 2030.;TA3.52;At least 20% of the carbon used in the chemical and plastic products should be from sustainable non-fossil sources by 2030.;+;The implementation of TA6.40 is likely to have a positive impact on TA3.52, as the improvement of pollinator diversity can help increase the availability of sustainable non-fossil sources for the chemical and plastic products sector.

TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition.;TA4.5;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050.;+;The implementation of TA6.41 is likely to have a positive impact on TA4.5, as the restoration of marine ecosystems can help increase the availability of sustainable aviation fuels and reduce the environmental impact of the aviation sector.

TA6.42;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II in areas not covered by those habitat types with the aim to reach their favourable reference area.;TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025 and 5.5% in 2030.;+;The implementation of TA6.42 is likely to have a positive impact on TA4.7, as the restoration of ecosystems can help increase the availability of sustainable feedstocks for the production of advanced biofuels and biogas.

TA6.43;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II.;TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990.;+;The implementation of TA6.43 is likely to have a positive impact on TA4.9, as the improved knowledge of ecosystem condition can help identify areas where restoration measures can have the greatest impact on reducing transport sector emissions.

TA6.44;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them.;TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles.;+;The implementation of TA6.44 is likely to have a positive impact on TA4.13, as the deployment of recharging pools for heavy-duty electric vehicles can help increase the adoption of electric vehicles and reduce emissions from the transportation sector.

TA6.45;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV.;TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030.;+;The implementation of TA6.45 is likely to have a positive impact on TA4.10, as the improvement of agricultural ecosystems can help reduce the environmental impact of the fisheries sector and improve the overall sustainability of the food system.

TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands.;TA3.51;Member States shall ensure that waste management operators achieve a yearly target for the recycling of plastics of at least 30 % of the total weight of plastics contained in the vehicles delivered to the waste management operators.;+;The implementation of TA6.46 is likely to have a positive impact on TA3.51, as the restoration of organic soils can help improve the overall environmental sustainability of the waste management sector and increase the availability of recyclable materials.

TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025; 6% from 1 January 2030; 14.5% from 1 January 2035; 31% from 1 January 2040; 62% from 1 January 2045; 80% from 1 January 2050.;TA6.29;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration.;+;The implementation of TA4.3 is likely to have a positive impact on TA6.29, as the reduction of GHG intensity in the shipping sector can help reduce the environmental impact of transportation and increase the availability of sustainable energy sources for ecosystem restoration.

TA4.5;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050.;TA6.30;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration.;+;The implementation of TA4.5 is likely to have a positive impact on TA6.30, as the increase in sustainable aviation fuels can help reduce the environmental impact of the aviation sector and increase the availability of sustainable energy sources for ecosystem restoration.

TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025 and 5.5% in 2030.;TA6.33;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V to Directive 92/43/EEC.;+;The implementation of TA4.7 is likely to have a positive impact on TA6.33, as the increase in advanced biofuels and biogas can help reduce the environmental impact of transportation and increase the availability of sustainable energy sources for ecosystem restoration.

TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990.;TA6.34;Member States shall ensure that condition is known for at least 90% of the area distributed overall habitat types listed in Annex I by 2030 and 100% by 2040.;+;The implementation of TA4.9 is likely to have a positive impact on TA6.34, as the reduction of transport sector emissions can help improve the overall environmental sustainability of the transportation sector and increase the availability of sustainable energy sources for ecosystem restoration.

TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030.;TA6.35;Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I until at least 90% is in good condition.;+;The implementation of TA4.10 is likely to have a positive impact on TA6.35, as the reduction of fuel intensity in the fisheries sector can help improve the overall environmental sustainability of the sector and increase the availability of sustainable energy sources for ecosystem restoration.

TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles.;TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas.;+;The implementation of TA4.13 is likely to have a positive impact on TA6.36, as the increase in electric vehicles can help reduce emissions from the transportation sector and improve air quality in urban areas.

TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019.;TA6.37;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure.;+;The implementation of TA4.15 is likely to have a positive impact on TA6.37, as the reduction of CO2 emissions from heavy-duty vehicles can help improve air quality in urban areas and increase the availability of sustainable energy sources for urban ecosystem restoration.

TA4.18;The share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%.;TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, an increasing trend of urban tree canopy cover, measured every six years after 31 December 2030, until the satisfactory level identified in accordance with Article 14(5) is reached.;+;The implementation of TA4.18 is likely to have a positive impact on TA6.38, as the limitation of biofuels and biogas production can help reduce emissions from the transportation sector and improve air quality in urban areas.

TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU.;TA6.39;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters.;+;The implementation of TA4.20 is likely to have a positive impact on TA6.39, as the increase in renewable hydrogen electrolysers can help improve the overall environmental sustainability of the energy sector and increase the availability of sustainable energy sources for ecosystem restoration.

TA4.25;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations; and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations.;TA6.44;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them.;+;The implementation of TA4.25 is likely to have a positive impact on TA6.44, as the increase in recharging infrastructure for light-duty vehicles can help increase the adoption of electric vehicles and improve the overall environmental sustainability of the transportation sector.

TA4.26;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW.;TA6.45;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems, as further specified in Annex IV.;+;The implementation of TA4.26 is likely to have a positive impact on TA6.45, as the increase in recharging infrastructure for light-duty vehicles can help improve the overall environmental sustainability of the transportation sector and increase the availability of sustainable energy sources for agricultural ecosystem restoration.

TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T comprehensive road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW.;TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands.;+;The implementation of TA4.27 is likely to have a positive impact on TA6.46, as the increase in recharging infrastructure for heavy-duty vehicles can help improve the overall environmental sustainability of the transportation sector and increase the availability of sustainable energy sources for agricultural ecosystem restoration.
