TA2.11;The amount of renewable fuels and renewable electricity supplied to the transport sector leads to a: (i) share of renewable energy within the final consumption of energy in the transport sector of at least 29 % by 2030; or (ii) GHG intensity reduction of at least 14.5 % by 2030, compared to the baseline set out in Article 27(1), in accordance with an indicative trajectory set by the Member State.;TA3.1;+;The implementation of TA2.11 is likely to have a positive impact on TA3.1, as the increased use of renewable fuels and electricity in the transport sector can lead to a reduction in greenhouse gas emissions, which in turn can help reduce pollution and promote a healthier environment, ultimately contributing to the goal of halving the amount of residual municipal waste by 2030.;The connection between these two targets is based on the idea that reducing emissions in one sector can have a positive impact on other environmental goals, such as waste reduction.

TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs;TA2.37;+;The implementation of TA3.12 is likely to have a positive impact on TA2.37, as the development of manufacturing capacity can lead to an increase in the share of renewable energy in the electricity mix, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing manufacturing capacity can lead to a reduction in emissions from the energy sector.

TA3.13;By 2030, Union recycling capacity, including for all intermediate recycling steps, should be able to produce at least 25% of the Union’s annual consumption of strategic raw materials and should be able to recycle significantly increasing amounts of each strategic raw material from waste;TA2.38;+;The implementation of TA3.13 is likely to have a positive impact on TA2.38, as the development of recycling capacity can lead to an increase in the share of renewable energy in the electricity mix, promoting the development of renewable energy sources and reducing emissions.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in emissions from the energy sector.

TA3.15;Producers of starting, lighting and ignition batteries, industrial batteries and electric vehicle batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall take back, free of charge and without an obligation on the end-user to buy a new battery, nor to have bought the battery from them, and shall ensure that all waste starting, lighting and ignition batteries, waste industrial batteries and waste electric vehicle batteries regardless of their nature, chemical composition, condition, brand, or origin of the respective category that they have made available on the market for the first time in the territory of that Member State are collected separately;TA2.24;+;The implementation of TA3.15 is likely to have a positive impact on TA2.24, as the development of recycling technologies for batteries can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.

TA3.16;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets for waste portable batteries: - 45% by 31 December 2023; - 63% by 31 December 2027; - 73% by 31 December 2030;TA2.25;+;The implementation of TA3.16 is likely to have a positive impact on TA2.25, as the development of recycling technologies for portable batteries can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.

TA3.17;Producers of LMT batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets of waste LMT batteries: - 51% by 31 December 2028; - 61% by 31 December 2031;TA2.26;+;The implementation of TA3.17 is likely to have a positive impact on TA2.26, as the development of recycling technologies for LMT batteries can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.

TA3.18;For industrial batteries with a capacity greater than 2kWh, except those with exclusively external storage, electric vehicle batteries and starting, lighting and ignition batteries that contain cobalt, lead, lithium or nickel in active materials, the minimum recycled content percentage for each battery model per year and per manufacturing plant shall be: From 18 August 2031, 16% cobalt; 85% lead; 6% lithium; and 6% nickel; From 18 August 2036, 26% cobalt; 85% lead; 12% lithium; and 15% nickel;TA2.27;+;The implementation of TA3.18 is likely to have a positive impact on TA2.27, as the development of recycling technologies for industrial batteries can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.

TA3.19;Any natural or legal person that places on the market products incorporating portable batteries shall ensure that those batteries are readily removable and replaceable by the end-user at any time during the lifetime of the product;TA2.28;+;The implementation of TA3.19 is likely to have a positive impact on TA2.28, as the development of design for recyclability can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing design for recyclability can lead to a reduction in waste generation.

TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 75% by average weight of lead-acid batteries; - 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries No later than 31 December 2030 - 80% by average weight of lead-acid batteries;TA2.29;+;The implementation of TA3.20 is likely to have a positive impact on TA2.29, as the development of recycling technologies for batteries can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.

TA3.21;Recycling shall achieve at least the following targets for recycling efficiency: - No later than 31 December 2025, 65% by average weight of lithium-based batteries; - No later than 31 December 2030, 70% by average weight of lithium-based batteries;TA2.30;+;The implementation of TA3.21 is likely to have a positive impact on TA2.30, as the development of recycling technologies for lithium-based batteries can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.

TA3.22;All recycling shall achieve at least the following targets for recovery of materials: - No later than 31 December 2027, 90% for cobalt, copper, lead, nickel; - No later than 31 December 2031, 95% for cobalt, copper, lead, nickel;TA2.31;+;The implementation of TA3.22 is likely to have a positive impact on TA2.31, as the development of recycling technologies for materials can lead to a reduction in waste generation, promoting the development of recycling technologies and reducing waste.;This connection is based on the idea that increasing recycling capacity can lead to a reduction in waste generation.
