target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE level3_extra2;justification;confidence_score
TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 75% by average weight of lead-acid batteries, - 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries No later than 31 December 2030 - 80% by average weight of lead-acid batteries,E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;;The focus on recycling efficiency for batteries is clearly tied to waste management activities.;8
TA3.21;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 65% by average weight of lithium-based batteries, No later than 31 December 2030 - 70% by average weight of lithium-based batteries;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;Recycling efficiency targets for lithium-based batteries relate to waste management activities.;8
TA3.22;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 -90% for cobalt, copper, lead and nickel, No later than 31 December 2031: -95% for cobalt, copper, lead, and nickel,;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The targets for material recovery emphasize the role of waste management activities.;9
TA3.23;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 -50% lithium No later than 31 December 2031: -80% lithium;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;Material recovery targets for lithium focus on waste management activities.;8
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;C - Manufacturing;;;C10 - Manufacture of food products;;C10.8 - Manufacture of other food products;;;;The target of reducing food waste ties to the manufacturing of food products.;8
TA3.25;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30 % in comparison to the amount generated in 2020;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;I - Accommodation and Food Service Activities;;G47 - Retail trade, except of motor vehicles and motorcycles;I56 - Food and beverage service activities;;I56.1 - Restaurants and mobile food service activities;;;The target addresses food waste reduction across retail, distribution, and food services.;9
TA3.26;nan;;;;;;;nan;;;No content provided;0
TA3.27;Making all packaging recyclable (see European Parliament resolution of 10 February 2021 on the New Circular Economy Action Plan, the New Circular Economy Action Plan and art. 5 of this Proposal);C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;C22.2 - Manufacture of plastics products;;;;The focus on recyclable packaging aligns with manufacturing of plastic products.;8
TA3.28;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste, per unit of packaging: From 1 January 2030 (i) 30% for contact sensitive packaging made from polyethylene terephthalate (PET) as major component, (ii) 10% for contact sensitive made from plastic materials other than PET, except single use plastic bottles, (iii) 30% for single use plastic beverage bottles, (iv) 35% for other plastic packaging From 1 January 2040 (v) 50% for contact sensitive plastic packaging, except single use plastic beverage bottles, (vi) 65% for single use plastic beverage bottles, (vii) 65% for other plastic packaging;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;C22.2 - Manufacture of plastics products;;;;Minimum recycled content requirements for plastic packaging relate to manufacturing of plastic products.;9
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter;C - Manufacturing;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;;C22 - Manufacture of rubber and plastic products;G47 - Retail trade, except of motor vehicles and motorcycles;;C22.2 - Manufacture of plastics products;;;The target for reducing plastic bag consumption involves both manufacturing and retail sectors.;8
TA3.3;Double its circular material use rate in the coming decade;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C32 - Other manufacturing;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;The emphasis on circular material use includes manufacturing and waste management.;8
TA3.30;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;C22.2 - Manufacture of plastics products;;;;The target of reducing packaging waste ties to the manufacturing of packaging materials.;8
TA3.31;Recycling or preparing for re-use 65% of all packaging waste by 2025, 70% by 2030;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The focus on recycling packaging waste aligns with waste management activities.;9
TA3.32;Recycling of plastic in packaging: 55%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recycling plastic packaging is relevant to waste management.;9
TA3.33;Recycling of wood in packaging: 30%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recycling wood packaging is connected to waste management.;9
TA3.34;Recycling of ferrous metals in packaging: 80%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recycling ferrous metals in packaging relates to waste management.;9
TA3.35;Recycling of aluminium in packaging: 60%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recycling aluminum packaging aligns with waste management.;9
TA3.36;Recycling of glass in packaging: 75%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The focus on recycling glass packaging connects to waste management activities.;9
TA3.37;Recycling of paper and cardboard in packaging: 85%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recycling paper and cardboard packaging is related to waste management.;9
TA3.38;nan;;;;;;;nan;;;No content provided;0
TA3.39;From 2025, beverage bottles listed in Part F of the Annex which are manufactured from polyethylene terephthalate as the major component (‘PET bottles’) contain at least 25 % recycled plastic, calculated as an average for all PET bottles placed on the market on the territory of that Member State;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;C22.2 - Manufacture of plastics products;;;;The target for recycled content in PET bottles is linked to manufacturing of plastic products.;8
TA3.4;By 2030 textile products placed on the EU market are long-lived and recyclable, to a great extent made of recycled fibres, free of hazardous substances and produced in respect of social rights and the environment;C - Manufacturing;;;C13 - Manufacture of textiles;;C13.9 - Manufacture of other textiles;;;;This target focuses on textile sustainability, relating to textile manufacturing.;8
TA3.40;Member States shall meet the target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.1 - Waste collection;;;;The target for recycling plastic bottles is associated with waste management activities.;9
TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the three preceding years in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.1 - Waste collection;;;;The target for collection of WEEE is linked to waste management activities.;8
TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: - 85% for Category 1 (temperature exchange equipment) or Category 4 (large equipment with any external dimension more than 50 cm) - 80% for Category 2 (e.g., screens and monitors) - 75% for Category 5 (small equipment with no external dimension more than 50 cm) or 6 (Small IT and telecommunication equipment with no external dimension more than 50 cm).;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recovery of WEEE relates to waste management activities.;9
TA3.43;From 15 August 2018, the preparation for re-use targets for the WEEE falling within the following categories of Annex III shall be: - 80% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for preparation for re-use of WEEE connects to waste management activities.;9
TA3.44;From 15 August 2018, the recycling targets for the WEEE falling within the following categories of Annex III shall be: - 0% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The target for recycling WEEE falls under waste management activities.;9
TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.3 - Materials recovery;;;;The focus on municipal waste recycling and re-use aligns with waste management activities.;9
TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;I - Accommodation and Food Service Activities;;G47 - Retail trade, except of motor vehicles and motorcycles;I56 - Food and beverage service activities;;I56.1 - Restaurants and mobile food service activities;;;The target for food waste reduction spans retail and food service sectors.;9
TA3.47;Hazardous household waste will have to be collected separately by 2022, bio-waste by 2023 and textiles by 2025;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;E38.1 - Waste collection;;;;The separate collection of various waste types is clearly linked to waste management activities.;9
TA3.48;nan;;;;;;;nan;;;No content provided;0
TA3.5;By 2030 producers will have responsibility for their products along the value chain, including when they become waste. The circular textiles ecosystem is thriving, driven by sufficient capacities for innovative fibre-to-fibre recycling, while the incineration and landfilling of textiles is reduced to the minimum.;C - Manufacturing;;;C13 - Manufacture of textiles;;C13.9 - Manufacture of other textiles;;;;The focus on textiles recycling and producer responsibility relates to textile manufacturing.;9
TA3.6;nan;;;;;;;nan;;;No content provided;0
TA3.7;nan;;;;;;;nan;;;No content provided;0
TA3.8;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;B - Mining and Quarrying;;;B7 - Mining of metal ores;B8 - Other mining and quarrying;;B7.1 - Mining of iron ores;B8.1 - Quarrying of stone, sand and clay;;The target for extraction capacity directly relates to the mining sector.;9
TA3.9;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's processing capacity, including for all intermediate processing steps, is able to produce at least 40% of the Union's annual consumption of strategic raw materials;B - Mining and Quarrying;;;B7 - Mining of metal ores;B8 - Other mining and quarrying;;B7.1 - Mining of iron ores;B8.1 - Quarrying of stone, sand and clay;;The focus on processing capacity for raw materials links closely to mining activities.;9
