target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE level3_extra2;justification;confidence_score
TA3.19;All batteries incorporated in market products shall be readily removable and replaceable by the end-user at any time during the lifetime (except some derogations);C - Manufacturing;;;C27 - Manufacture of electrical equipment;;;C27.2 - Manufacture of batteries and accumulators;;;This involves battery design and manufacturing for user accessibility.;9
TA3.2;Reduce landfill to a maximum of 10% of municipal waste;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.2 - Waste treatment and disposal;;;Focused on reducing landfill from waste management activities.;9
TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 75% by average weight of lead-acid batteries, - 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries No later than 31 December 2030 - 80% by average weight of lead-acid batteries,;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C27 - Manufacture of electrical equipment;E38 - Waste collection, treatment and disposal activities, materials recovery;;C27.2 - Manufacture of batteries and accumulators;E38.3 - Materials recovery;;Involves recycling and manufacturing processes for different battery types.;9
TA3.21;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 65% by average weight of lithium-based batteries, No later than 31 December 2030 - 70% by average weight of lithium-based batteries;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C27 - Manufacture of electrical equipment;E38 - Waste collection, treatment and disposal activities, materials recovery;;C27.2 - Manufacture of batteries and accumulators;E38.3 - Materials recovery;;Pertains to recycling efficiency targets for lithium-based batteries, involving manufacturing and waste sectors.;9
TA3.22;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 - 90% for cobalt, copper, lead and nickel, No later than 31 December 2031: - 95% for cobalt, copper, lead, and nickel,;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C24 - Manufacture of basic metals;E38 - Waste collection, treatment and disposal activities, materials recovery;;C24.4 - Manufacture of basic precious and other non-ferrous metals;E38.3 - Materials recovery;;Focuses on recovery of materials from recycling, linked to manufacturing and waste management.;9
TA3.23;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 - 50% lithium No later than 31 December 2031: - 80% lithium;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C27 - Manufacture of electrical equipment;E38 - Waste collection, treatment and disposal activities, materials recovery;;C27.2 - Manufacture of batteries and accumulators;E38.3 - Materials recovery;;Addresses lithium recovery from recycling, involving manufacturing and waste management.;9
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;C - Manufacturing;;;C10 - Manufacture of food products;;;C10.8 - Manufacture of other food products;;;Focuses on reducing food waste in manufacturing processes.;8
TA3.25;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30 % in comparison to the amount generated in 2020;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;I - Accommodation and Food Service Activities;;G47 - Retail trade, except of motor vehicles and motorcycles;I56 - Food and beverage service activities;;G47.1 - Retail sale in non-specialised stores;I56.1 - Restaurants and mobile food service activities;;Covers food waste reduction in retail, food services, and households.;8
TA3.26;nan;;;;;;;;;;No content provided.;0
TA3.27;Making all packaging recyclable (see European Parliament resolution of 10 February 2021 on the New Circular Economy Action Plan, the New Circular Economy Action Plan and art. 5 of this Proposal);C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;Involves manufacturing processes for recyclable packaging.;9
TA3.28;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste, per unit of packaging: From 1 January 2030 (i) 30% for contact sensitive packaging made from polyethylene terephthalate (PET) as major component, (ii) 10% for contact sensitive made from plastic materials other than PET, except single use plastic bottles, (iii) 30% for single use plastic beverage bottles, (iv) 35% for other plastic packaging From 1 January 2040 (v) 50% for contact sensitive plastic packaging, except single use plastic beverage bottles, (vi) 65% for single use plastic beverage bottles, (vii) 65% for other plastic packaging;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;Addresses the use of recycled content in plastic packaging manufacturing.;9
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;Focuses on reducing plastic bag consumption, affecting plastic manufacturing.;9
TA3.3;Double its circular material use rate in the coming decade;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C20 - Manufacture of chemicals and chemical products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C20.3 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics;E38.3 - Materials recovery;;Targets a general increase in circular material usage, relevant to manufacturing and waste recovery sectors.;8
TA3.30;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;Involves efforts to reduce packaging waste within manufacturing.;9
TA3.31;Recycling or preparing for re-use 65% of all packaging waste by 2025, 70% by 2030;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;Aligned with recycling and waste management within manufacturing.;9
TA3.32;Recycling of plastic in packaging: 55%;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;Covers recycling of plastics in packaging, related to manufacturing and waste management.;9
TA3.33;Recycling of wood in packaging: 30%;C - Manufacturing;;;C16 - Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials;;;C16.2 - Manufacture of products of wood, cork, straw and plaiting materials;;;Involves recycling wood packaging, related to wood product manufacturing.;9
TA3.34;Recycling of ferrous metals in packaging: 80%;C - Manufacturing;;;C24 - Manufacture of basic metals;;;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;;Focuses on recycling ferrous metals in packaging, related to metal manufacturing.;9
TA3.35;Recycling of aluminium in packaging: 60%;C - Manufacturing;;;C24 - Manufacture of basic metals;;;C24.4 - Manufacture of basic precious and other non-ferrous metals;;;Pertains to recycling aluminium in packaging, under metal manufacturing.;9
TA3.36;Recycling of glass in packaging: 75%;C - Manufacturing;;;C23 - Manufacture of other non-metallic mineral products;;;C23.1 - Manufacture of glass and glass products;;;Focuses on recycling glass in packaging, related to glass manufacturing.;9
TA3.37;Recycling of paper and cardboard in packaging: 85%;C - Manufacturing;;;C17 - Manufacture of paper and paper products;;;C17.2 - Manufacture of articles of paper and paperboard;;;Involves recycling paper and cardboard packaging, linked to paper manufacturing.;9
TA3.38;nan;;;;;;;;;;No content provided.;0
TA3.39;From 2025, beverage bottles listed in Part F of the Annex which are manufactured from polyethylene terephthalate as the major component (‘PET bottles’) contain at least 25 % recycled plastic, calculated as an average for all PET bottles placed on the market on the territory of that Member State;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;Addresses use of recycled plastic in PET bottle manufacturing.;9
TA3.4;By 2030 textile products placed on the EU market are long-lived and recyclable, to a great extent made of recycled fibres, free of hazardous substances and produced in respect of social rights and the environment;C - Manufacturing;;;C13 - Manufacture of textiles;;;C13.9 - Manufacture of other textiles;;;Focuses on sustainable textile production and recycling.;8
TA3.40;Member States shall meet the target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;C - Manufacturing;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;C22 - Manufacture of rubber and plastic products;E38 - Waste collection, treatment and disposal activities, materials recovery;;C22.2 - Manufacture of plastics products;E38.3 - Materials recovery;;Involves collection and recycling of plastic bottles, affecting manufacturing and waste sectors.;9
TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the three preceding years in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;Pertains to waste management and collection of electronic waste.;9
TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: - 85% for Category 1 (temperature exchange equipment) or Category 4 (large equipment with any external dimension more than 50 cm) - 80% for Category 2 (e.g., screens and monitors) - 75% for Category 5 (small equipment with no external dimension more than 50 cm) or 6 (Small IT and telecommunication equipment with no external dimension more than 50 cm).;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;Focuses on electronic waste recovery within waste management activities.;9
TA3.43;From 15 August 2018, the preparation for re-use targets for the WEEE falling within the following categories of Annex III shall be: - 80% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;Deals with preparation for re-use of electronic waste, relevant to waste recovery.;9
TA3.44;From 15 August 2018, the recycling targets for the WEEE falling within the following categories of Annex III shall be: - 0% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;Relates to recycling electronic waste, focused on waste management.;9
TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;Targets increase in recycling and re-use of municipal waste, within waste management.;9
TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;I - Accommodation and Food Service Activities;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;;I56 - Food and beverage service activities;G47 - Retail trade, except of motor vehicles and motorcycles;;I56.1 - Restaurants and mobile food service activities;G47.1 - Retail sale in non-specialised stores;;Involves reducing food waste across food services, retail and households.;8
TA3.47;Hazardous household waste will have to be collected separately by 2022, bio-waste by 2023 and textiles by 2025;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.1 - Waste collection;;;Targets collection of various waste types, within waste management processes.;9
TA3.48;nan;;;;;;;;;;No content provided.;0
TA3.5;By 2030 producers will have responsibility for their products along the value chain, including when they become waste. The circular textiles ecosystem is thriving, driven by sufficient capacities for innovative fibre-to-fibre recycling, while the incineration and landfilling of textiles is reduced to the minimum.;C - Manufacturing;;;C13 - Manufacture of textiles;;;C13.9 - Manufacture of other textiles;;;Involves textile manufacturing and recycling to reduce waste.;8
TA3.6;nan;;;;;;;;;;No content provided.;0
TA3.7;nan;;;;;;;;;;No content provided.;0
TA3.8;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;B - Mining and Quarrying;;;B07 - Mining of metal ores;;;B07.1 - Mining of iron ores;;;This target pertains to the mining sector for extracting raw materials.;8
TA3.9;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's processing capacity, including for all intermediate processing steps, is able to produce at least 40% of the Union's annual consumption of strategic raw materials;C - Manufacturing;B - Mining and Quarrying;;C24 - Manufacture of basic metals;B07 - Mining of metal ores;;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;B07.1 - Mining of iron ores;;Involves both manufacturing and mining for processing raw materials.;8
