TA2.29;Member states will have to renovate 16% of worst-performing non-residential buildings by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.29 will contribute to the achievement of TA1.3 by increasing the renovation of non-residential buildings.
TA2.4;Double the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.4 will aid in the achievement of TA1.3 by increasing the deployment of heat pumps.
TA2.17;A target of 15% electricity interconnection for 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.17 will contribute to the achievement of TA1.3 by increasing electricity interconnection.
TA2.10;Member States shall set an indicative target for innovative renewable energy technology of at least 5% of newly installed renewable energy capacity by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.10 will contribute to the achievement of TA1.3 by increasing the share of innovative renewable energy technologies.
TA2.11;By 31 December 2025, each Member State shall agree to establish a framework for cooperation on joint projects with one or more other Member States for the production of renewable energy;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.11 will contribute to the achievement of TA1.3 by increasing cooperation on renewable energy production.
TA2.13;The amount of renewable fuels and renewable electricity supplied to the transport sector leads to a: (i) share of renewable energy within the final consumption of energy in the transport sector of at least 29 % by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.13 will aid in the achievement of TA1.3 by increasing the share of renewable energy in the transport sector.
TA2.15;By 2022, achieve 18% of the total increase in the share of energy from renewable sources between that Member State’s binding 2020 national target, and its contribution to the 2030 target;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.15 will contribute to the achievement of TA1.3 by increasing the share of renewable energy.
TA2.16;Member States shall endeavour to increase the share of renewable sources in the amount of energy sources used for final energy and non-energy purposes in the industry sector by an indicative increase of at least 1.6 percentage points;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.16 will contribute to the achievement of TA1.3 by increasing the share of renewable energy in the industry sector.
TA2.9;Member States shall collectively ensure that the share of energy from renewable sources in the Union’s gross final consumption of energy in 2030 is at least 42.5%;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.9 will aid in the achievement of TA1.3 by increasing the share of renewable energy in the energy mix.
TA2.2;Set up at least one renewables-based energy community in every municipality with a population higher than 10.000 by 2025;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.2 will contribute to the achievement of TA1.3 by increasing the number of renewables-based energy communities.
TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.37 will aid in the achievement of TA1.3 by increasing the share of renewable energy in the electricity mix.
TA2.14;Each Member State shall increase the share of renewable energy in the heating and cooling sector by at least 0.8 percentage points as an annual average calculated for the period 2021 to 2025;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.14 will contribute to the achievement of TA1.3 by increasing the share of renewable energy in the heating and cooling sector.
TA2.18;Indicative target of at least a 49% share of energy from renewable sources in the building sector in the Union’s final energy consumption in buildings in 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.18 will contribute to the achievement of TA1.3 by increasing the share of renewable energy in the building sector.
TA2.6;Energy demand to be covered by solar heat and geothermal should at least triple;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.6 will aid in the achievement of TA1.3 by increasing the energy demand covered by solar heat and geothermal.
TA2.3;Member States shall ensure that the contribution of renewable fuels of non-biological origin used for final energy and non-energy purposes shall be at least 42% of the hydrogen used for final energy and non-energy purposes in industry by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.3 will contribute to the achievement of TA1.3 by increasing the share of renewable fuels of non-biological origin.
TA2.1;REPowerEU sets a target of 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.1 will aid in the achievement of TA1.3 by increasing the production and import of renewable hydrogen.
TA2.40;Around 30% of EU primary steel production is expected to be decarbonised on the basis of renewable hydrogen;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.40 will contribute to the achievement of TA1.3 by increasing the decarbonisation of steel production.
TA2.38;Cumulative EU offshore goals of installed capacity: 60 GW by 2030 and 300 GW by 2050;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.38 will aid in the achievement of TA1.3 by increasing the offshore wind capacity.
TA2.39;The strategy sets targets for an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.39 will contribute to the achievement of TA1.3 by increasing the ocean energy capacity.
TA2.5;Bring online over 320 GW of solar photovoltaic by 2025 and almost 600 GW by 2030;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The implementation of TA2.5 will aid in the achievement of TA1.3 by increasing the solar photovoltaic capacity.
TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables;TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;1;The implementation of TA2.7 will contribute to the achievement of TA1.3 by increasing the solar photovoltaic capacity.
