source_target;source_target_content;impact_target;impact_target_content;impact_type;impact_weight;justification
TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;-;1;The deployment of recharging pools for heavy-duty electric vehicles may lead to an increase in the use of fertilizers and pesticides in agriculture, potentially threatening soil quality.
TA4.28;By 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed. Regulation (EU) 2023/1804;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;The deployment of publicly accessible recharging stations in parking areas can help reduce waste and emissions from transport operations, thus contributing to improved water quality.
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);+;1;The deployment of publicly accessible recharging points in urban nodes can help reduce microplastics released into the environment, as it promotes the use of electric propulsion and reduces the need for fossil fuels.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029, (b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034, (c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039, (d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards Regulation (EU) 2024/1610;TA7.13;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity, by 2030;-;1;The reduction of CO2 emissions from heavy-duty motor vehicles may lead to an increase in the use of biofuels, which could result in increased air pollution from agricultural activities, potentially threatening biodiversity and ecosystems.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025, 6% from 1 January 2030, 14.5% from 1 January 2035, 31% from 1 January 2040, 62% from 1 January 2045, 80% from 1 January 2050. Regulation (EU) 2023/1805;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;The reduction of GHG intensity of ship operations can help reduce pollution from wastewater and improve water quality.
TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990. Sustainable and Smart Mobility Strategy;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;The reduction of emissions from the transport sector can contribute to improved air quality, thus reducing the number of premature deaths caused by air pollution.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;The deployment of publicly accessible hydrogen refuelling stations can help reduce waste and emissions from transport operations, thus contributing to improved water quality.
TA4.31;Member States shall ensure that, by 31 December 2030, publicly accessible hydrogen refuelling stations with a total capacity of at least 1 tonne per day, and equipped with at least a 700 bar dispenser, are deployed at least every 200 km along the TEN-T (Trans-European Transport Network) core network Regulation (EU) 2023/1804;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);+;1;The deployment of publicly accessible hydrogen refuelling stations can help reduce microplastics released into the environment, as it promotes the use of hydrogen propulsion and reduces the need for fossil fuels.
TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;-;1;The implementation of TA4.13 may lead to an increase in the use of biofuels, which could result in increased use of chemical pesticides, potentially threatening soil quality.
TA4.8;Member States with maritime ports shall endeavour to ensure that as of 2030 the share of renewable fuels of non-biological origin (RFNBOs) in the total amount of energy supplied to the maritime transport sector is at least 1.2%. Directive (EU) 2023/2413;TA7.15;Having all soils in healthy condition by 2050;+;1;The increased use of RFNBOs in the maritime transport sector can help reduce the environmental impact of maritime transport operations, thus contributing to improved soil quality.
TA4.6;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030, 5% from 2035, 10% from 2034, 15% from 2045, and 35% from 2050. Regulation (EU) 2023/2405;TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;+;1;The increased use of SAF can help reduce pollution from aviation operations, thus contributing to improved water quality and reduced pollution.
TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers. A Hydrogen Strategy for a climate-neutral Europe;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;+;2;The deployment of renewable hydrogen electrolysers can help reduce emissions from industrial processes, thus contributing to improved air and water quality.
TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years Proposal for a Directive to support framework for intermodal transport of goods;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;The reduction of costs from combined transport operations can help reduce emissions and pollution from transport operations, thus contributing to improved water quality.
TA4.55;Zero-emission in urban logistics The new EU Urban Mobility Framework.;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;The promotion of zero-emission urban logistics can help reduce emissions from transport operations, thus contributing to improved air quality and reduced premature deaths caused by air pollution.
