source_target;source_target_content;impact_target;impact_target_content;impact_type;impact_weight;justification
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union’s annual consumption of strategic raw materials;+;1;The implementation of TA6.2 could support the development of processing capacities for strategic raw materials by protecting marine areas with potential for processing and recycling, thus contributing to the increase of the Union's processing capacity.
TA6.28;In accordance with the CFP, it is crucial to continue and accelerate the work of rebuilding and keeping fish stocks above MSY levels;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.28 could reinforce the achievement of TA3.20 by promoting sustainable fishing practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.28;In accordance with the CFP, it is crucial to continue and accelerate the work of rebuilding and keeping fish stocks above MSY levels;TA3.21;Recycling shall achieve at least the following targets for recycling efficiency:- No later than 31 December 2025, 65% by average weight of lithium-based batteries- No later than 31 December 2030, 70% by average weight of lithium-based batteries.;+;2;The implementation of TA6.28 could reinforce the achievement of TA3.21 by promoting sustainable fishing practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency of lithium-based batteries.
TA6.34;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that condition is known for at least 90% of the area distributed overall habitat types listed in Annex I by 2030 and 100% by 2040;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.34 could support the reduction of packaging waste by promoting sustainable land use practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.43;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.43 could reinforce the achievement of TA3.1 by restoring marine ecosystems and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA3.33;Member States shall take the necessary measures to attain a recycling target of 25% of wood by weight of wood contained in packaging waste generated by 31 December 2025 and of 30% by 31 December 2030. Proposal on packaging and packaging waste;+;1;The implementation of TA6.16 could support the increase of wood recycling by promoting sustainable urban practices, which could lead to an increase in wood availability for recycling, thus contributing to the attainment of the recycling target.
TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.36 could support the reduction of packaging waste by promoting sustainable urban practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.37;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure;TA3.52;At least 20% of the carbon used in the chemical and plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;+;1;The implementation of TA6.37 could support the increase of sustainable non-fossil carbon sources by promoting sustainable urban practices, which could lead to an increase in the production of bio-based products, thus contributing to the attainment of the target.
TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 14(4), an increasing trend of urban tree canopy cover;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.38 could reinforce the achievement of TA3.20 by promoting sustainable urban practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter. Proposal on packaging and packaging waste;+;1;The implementation of TA6.52 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.15 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands.;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.46 could reinforce the achievement of TA3.1 by restoring organic soils and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.50;Reach no net land take;TA3.8;By 2030, Union extraction capacity should be able of extracting the ores, minerals or concentrates needed to produce at least 10% of the Union’s annual consumption of strategic raw materials;+;1;The implementation of TA6.50 could enable the extraction of strategic raw materials by protecting areas from land take, thus supporting the increase of the Union's extraction capacity.
TA6.50;Reach no net land take;TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union’s annual consumption of strategic raw materials;+;1;The implementation of TA6.50 could support the development of processing capacities for strategic raw materials by protecting areas from land take, thus contributing to the increase of the Union's processing capacity.
TA6.62;The Water Reuse Regulation aim to encourage and facilitate water reuse in the EU;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.62 could support the reduction of packaging waste by promoting water reuse, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.51;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean;TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter. Proposal on packaging and packaging waste;+;1;The implementation of TA6.51 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition.;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.41 could reinforce the achievement of TA3.20 by restoring marine ecosystems and promoting sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.42;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.42 could reinforce the achievement of TA3.1 by restoring ecosystems and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.30;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.30 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.9;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.9 could reinforce the achievement of TA3.20 by reducing the use of chemical pesticides, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.29;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.29 could reinforce the achievement of TA3.1 by restoring ecosystems and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.7;4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend.;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.7 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.32;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to re-establish the habitat types listed in Annex I in areas not covered by those habitat types;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.32 could reinforce the achievement of TA3.1 by restoring ecosystems and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.35 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.31;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to improve to good condition areas of habitat types listed in Annex I which are not in good condition.;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.31 could reinforce the achievement of TA3.1 by restoring ecosystems and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.10 could support the reduction of packaging waste by promoting sustainable agricultural practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.44 could reinforce the achievement of TA3.1 by promoting sustainable agricultural practices and sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.45 could reinforce the achievement of TA3.20 by promoting sustainable agricultural practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.11;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.11 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.4;2b. Strictly protect all remaining EU primary and old-growth forests;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.4 could reinforce the achievement of TA3.20 by promoting sustainable forestry practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.47;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.47 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.48;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.48 could reinforce the achievement of TA3.20 by promoting sustainable forestry practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.49;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.49 could reinforce the achievement of TA3.20 by promoting sustainable forestry practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6.13;11. At least 25.000 km of free-flowing rivers are restored;TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.13 could support the reduction of packaging waste by promoting sustainable practices, which could lead to a decrease in packaging waste generation, thus contributing to the attainment of the target.
TA6.39;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters;TA3.20;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.39 could reinforce the achievement of TA3.20 by promoting sustainable water management practices, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
