TA2.1;TA2.1;TA6.1;TA6.1;1;1;The implementation of TA2.1, which aims to achieve 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030, may enable TA6.1 by promoting sustainable energy solutions and reducing energy consumption, thus contributing to the protection of at least 30% of the EU's land area.
TA2.40;TA2.40;TA6.1;TA6.1;1;1;The implementation of TA2.40, which aims to decarbonize around 30% of EU primary steel production using renewable hydrogen, may enable TA6.1 by promoting sustainable energy solutions and reducing energy consumption, thus contributing to the protection of at least 30% of the EU's land area.
TA2.38;TA2.38;TA6.1;TA6.1;1;1;The implementation of TA2.38, which aims to achieve cumulative EU offshore goals of 60 GW by 2030 and 300 GW by 2050, may enable TA6.1 by promoting sustainable energy solutions and reducing energy consumption, thus contributing to the protection of at least 30% of the EU's land area.
TA2.39;TA2.39;TA6.1;TA6.1;1;1;The implementation of TA2.39, which aims to achieve an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050, may enable TA6.1 by promoting sustainable energy solutions and reducing energy consumption, thus contributing to the protection of at least 30% of the EU's land area.
TA2.5;TA2.5;TA6.1;TA6.1;1;1;The implementation of TA2.5, which aims to bring online over 320 GW of solar photovoltaic by 2025 and almost 600 GW by 2030, may enable TA6.1 by promoting sustainable energy solutions and reducing energy consumption, thus contributing to the protection of at least 30% of the EU's land area.
TA2.7;TA2.7;TA6.1;TA6.1;1;1;The implementation of TA2.7, which aims to install an average of 45 GW of photovoltaic per year to reach a 45% share of energy from renewables, may enable TA6.1 by promoting sustainable energy solutions and reducing energy consumption, thus contributing to the protection of at least 30% of the EU's land area.
TA6.1;TA6.1;TA2.41;TA2.41;-2;-2;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may counteract TA2.41, which aims to achieve cumulative end-use energy savings, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.21;TA2.21;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.21, which aims to reduce the total final energy consumption of public bodies, as the protection of land areas may limit the availability of land for public buildings and infrastructure, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.22;TA2.22;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.22, which aims to reduce energy consumption by at least 11.7% compared to the 2020 EU Reference Scenario, as the protection of land areas may limit the availability of land for renewable energy production and other low-carbon technologies, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.23;TA2.23;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.23, which aims to limit primary energy consumption to 992.5 Mtoe by 2030, as the protection of land areas may limit the availability of land for renewable energy production and other low-carbon technologies, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.25;TA2.25;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.25, which aims to reduce buildings' final energy consumption by 14%, as the protection of land areas may limit the availability of land for building renovations and other energy-efficient measures, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.26;TA2.26;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.26, which aims to double the annual energy renovation rate of buildings, as the protection of land areas may limit the availability of land for building renovations and other energy-efficient measures, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.24;TA2.24;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.24, which aims to renovate at least 3% of the total floor area of heated and/or cooled buildings each year, as the protection of land areas may limit the availability of land for building renovations and other energy-efficient measures, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.33;TA2.33;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.33, which aims to ensure that at least 55% of the decrease in average primary energy use is achieved through the renovation of worst-performing buildings, as the protection of land areas may limit the availability of land for building renovations and other energy-efficient measures, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.34;TA2.34;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.34, which aims to reduce the average primary energy use of the entire residential building stock by at least 16% compared to 2020, as the protection of land areas may limit the availability of land for building renovations and other energy-efficient measures, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.28;TA2.28;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.28, which aims to reduce buildings' energy consumption for heating and cooling by 18% compared to 2015 levels, as the protection of land areas may limit the availability of land for renewable energy production and other low-carbon technologies, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.29;TA2.29;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.29, which aims to renovate 16% of worst-performing non-residential buildings by 2030, as the protection of land areas may limit the availability of land for building renovations and other energy-efficient measures, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.4;TA2.4;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.4, which aims to double the current deployment rate of individual heat pumps, as the protection of land areas may limit the availability of land for heat pump installations, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.17;TA2.17;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.17, which aims to achieve a target of 15% electricity interconnection by 2030, as the protection of land areas may limit the availability of land for renewable energy production and other low-carbon technologies, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.10;TA2.10;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.10, which aims to set an indicative target for innovative renewable energy technology, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.11;TA2.11;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.11, which aims to establish a framework for cooperation on joint projects for renewable energy production, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.13;TA2.13;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.13, which aims to increase the share of renewable energy in the transport sector, as the protection of land areas may limit the availability of land for renewable energy production and other low-carbon technologies, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.15;TA2.15;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.15, which aims to achieve 18% of the total increase in the share of energy from renewable sources, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.16;TA2.16;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.16, which aims to increase the share of renewable energy in the industry sector, as the protection of land areas may limit the availability of land for renewable energy production and other low-carbon technologies, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.9;TA2.9;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.9, which aims to increase the share of renewable energy in the EU's gross final energy consumption, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.2;TA2.2;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.2, which aims to set up renewables-based energy communities, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.37;TA2.37;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.37, which aims to double the share of renewable energy in the electricity mix, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.14;TA2.14;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.14, which aims to increase the share of renewable energy in the heating and cooling sector, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.18;TA2.18;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.18, which aims to achieve an indicative target of at least 49% of energy from renewable sources in the building sector, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.6;TA2.6;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.6, which aims to triple energy demand covered by solar heat and geothermal, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.3;TA2.3;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.3, which aims to ensure that at least 42% of hydrogen used in industry comes from renewable fuels of non-biological origin, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.1;TA2.1;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.1, which aims to achieve 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.40;TA2.40;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.40, which aims to decarbonize around 30% of EU primary steel production using renewable hydrogen, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.38;TA2.38;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.38, which aims to achieve cumulative EU offshore goals of 60 GW by 2030 and 300 GW by 2050, as the protection of land areas may limit the availability of land for offshore wind farms, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.39;TA2.39;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.39, which aims to achieve an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050, as the protection of land areas may limit the availability of land for ocean energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.5;TA2.5;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.5, which aims to bring online over 320 GW of solar photovoltaic by 2025 and almost 600 GW by 2030, as the protection of land areas may limit the availability of land for solar photovoltaic installations, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
TA6.1;TA6.1;TA2.7;TA2.7;-1;-1;The implementation of TA6.1, which aims to protect at least 30% of the EU's land area, may constrain TA2.7, which aims to install an average of 45 GW of photovoltaic per year to reach a 45% share of energy from renewables, as the protection of land areas may limit the availability of land for renewable energy production, thus potentially increasing energy costs and reducing the feasibility of achieving energy savings.
