TA6.34;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that condition is known for at least 90% of the area distributed overall habitat types listed in Annex I by 2030 and 100% by 2040;TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;+;1;Ensuring that the condition of ecosystems is known will likely contribute to improved water quality, as it will allow for more effective monitoring and management of pollutants, which in turn will contribute to improved ecosystem health and biodiversity.
;;;;;;
TA6.43;Marine ecosystems. Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Ensuring that the condition of marine ecosystems is known will likely contribute to improved water quality, as it will allow for more effective monitoring and management of pollutants, which in turn will contribute to improved ecosystem health and biodiversity, and reduced plastic litter.
;;;;;;
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;Implementing Urban Greening Plans will likely contribute to improved wastewater treatment, as urban green spaces can help to filter and purify wastewater, thereby contributing to improved water quality.
;;;;;;
TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Ensuring no net loss in urban green space and urban tree canopy cover will likely contribute to improved water quality, as urban green spaces can help to filter and purify wastewater, thereby contributing to improved water quality and reduced plastic litter.
;;;;;;
TA6.37;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+;1;Increasing urban green space will likely contribute to improved soil quality, as urban green spaces can help to filter and purify soil, thereby reducing the need for chemical pesticides.
;;;;;;
TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 14(4), an increasing trend of urban tree canopy cover;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Increasing urban tree canopy cover will likely contribute to improved water quality, as urban trees can help to filter and purify wastewater, thereby contributing to improved water quality and reduced plastic litter.
;;;;;;
TA6.52;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;Improving air quality will likely contribute to a reduction in premature deaths caused by air pollution, as the Ambient Air Quality Directives set standards for air pollutants that are harmful to human health.
;;;;;;
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%;TA7.8;Improve soil quality by reducing nutrient losses use by 50%, by 2030;+;2;Reducing nutrient losses from fertilisers will likely contribute to improved soil quality, as excessive nutrient use can lead to soil degradation and pollution, and reducing fertiliser use will help to protect soil health.
;;;;;;
TA6.46;(agricultural ecosystems) Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands;TA7.15;Having all soils in healthy condition by 2050;+;2;Restoring organic soils in agricultural use will likely contribute to improved soil health, as organic soils are essential for maintaining soil fertility and structure, and thus, will help to achieve the target of having all soils in healthy condition by 2050.
;;;;;;
TA6.50;Reach no net land take;TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;+;1;Reaching no net land take will likely contribute to improved water quality, as it will help to reduce pollution from agricultural activities, which in turn will contribute to improved ecosystem health and biodiversity, and reduced pollution.
;;;;;;
TA6.62;The Water Reuse Regulation aim to encourage and facilitate water reuse in the EU;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Encouraging water reuse will likely contribute to improved water quality, as it will help to reduce wastewater, thereby reducing plastic litter and improving ecosystem health.
;;;;;;
TA6.51;Member States shall take the measures necessary to ensure that water intended for human consumption is wholesome and clean;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;Ensuring wholesome and clean water will likely contribute to improved wastewater treatment, as the UWWTD aims to reduce pollution from urban wastewater, thereby contributing to improved water quality.
;;;;;;
TA6.41;Marine ecosystems. Member States shall put in place the restoration measures [...] to improve [...] areas of habitat types listed in Annex II which are not in good condition;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Restoring marine ecosystems will likely contribute to improved water quality, as marine ecosystems play a crucial role in maintaining good water quality, and reducing plastic litter will help to protect these ecosystems.
;;;;;;
TA6.42;ecosystems. Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;+;1;Restoring ecosystems will likely contribute to improved water quality, as ecosystems play a crucial role in maintaining good water quality, and reducing pollution will help to protect these ecosystems.
;;;;;;
TA6.30;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;2;Restoring marine ecosystems will likely contribute to improved water quality, as marine ecosystems play a crucial role in maintaining good water quality, and reducing plastic litter will help to protect these ecosystems.
;;;;;;
TA6.9;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+;3;Reducing the risk and use of chemical pesticides will likely contribute to improved soil quality, as chemical pesticides can pollute soil and harm ecosystems, and reducing their use will help to protect soil health and biodiversity.
;;;;;;
TA6.29;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration;TA7.15;Having all soils in healthy condition by 2050;+;2;Restoring terrestrial ecosystems will likely contribute to improved soil health, as terrestrial ecosystems play a crucial role in maintaining soil fertility and structure, and thus, will help to achieve the target of having all soils in healthy condition by 2050.
;;;;;;
TA6.7;4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;Restoring degraded and carbon-rich ecosystems will likely contribute to improved air quality, as these ecosystems can help to filter and purify the air, thereby reducing air pollution and improving human health.
;;;;;;
TA6.32;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to re-establish the habitat types listed in Annex I in areas not covered by those habitat types;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;Restoring ecosystems will likely contribute to improved wastewater treatment, as ecosystems can help to filter and purify wastewater, thereby contributing to improved water quality.
;;;;;;
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Increasing habitat area in good condition will likely contribute to improved water quality, as healthy ecosystems are essential for maintaining good water quality, and reducing plastic litter will help to protect these ecosystems.
;;;;;;
TA6.31;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to improve to good condition areas of habitat types listed in Annex I which are not in good condition;TA7.16;By means of an updated and harmonised list of pollutants affecting surface and groundwater, updated existing quality standards, new monitoring requirements, improved and more accessible data, and a more flexible framework for addressing pollutants of emerging concerns;+;1;Restoring ecosystems will likely contribute to improved water quality, as ecosystems play a crucial role in maintaining good water quality, and reducing pollution will help to protect these ecosystems.
;;;;;;
TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+;1;Increasing the area under high-diversity landscape features will likely contribute to improved soil quality, as these features can help to reduce soil erosion and improve soil fertility, and reducing chemical pesticide use will help to protect soil health and biodiversity.
;;;;;;
TA6.44;(agricultural ecosystems) Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-;1;Implementing measures to achieve an increasing trend in agricultural ecosystems may lead to increased transport noise, as it may require increased machinery and equipment use, thereby counteracting efforts to reduce transport noise.
;;;;;;
TA6.45;(agricultural ecosystems) Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level based on the species specified in Annex V reaches the following levels;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+;2;Restoring agricultural ecosystems will likely contribute to improved soil quality, as agricultural ecosystems play a crucial role in maintaining soil fertility and structure, and reducing chemical pesticide use will help to protect soil health and biodiversity.
;;;;;;
TA6.11;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA7.15;Having all soils in healthy condition by 2050;+;2;Planting trees will likely contribute to improved soil health, as trees help to maintain soil fertility and structure, and thus, will help to achieve the target of having all soils in healthy condition by 2050.
;;;;;;
TA6.4;2b. Strictly protect all remaining EU primary and old- growth forests;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;Protecting primary and old-growth forests will likely contribute to improved air quality, as these forests can help to filter and purify the air, thereby reducing air pollution and improving human health.
;;;;;;
TA6.47;(trees) When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Planting trees will likely contribute to improved water quality, as trees can help to filter and purify wastewater, thereby contributing to improved water quality and reduced plastic litter.
;;;;;;
TA6.48;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;TA7.5;The revised Urban Wastewater Treatment Directive (UWWTD) extends the scope of the 1991 UWWTD;+;1;Improving forest ecosystems will likely contribute to improved wastewater treatment, as forest ecosystems can help to filter and purify wastewater, thereby contributing to improved water quality.
;;;;;;
TA6.49;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;+;2;Improving forest ecosystems will likely contribute to improved soil quality, as forest ecosystems play a crucial role in maintaining soil fertility and structure, and reducing chemical pesticide use will help to protect soil health and biodiversity.
;;;;;;
TA6.13;11. At least 25.000 km of free-flowing rivers are restored;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);+;1;Restoring free-flowing rivers will likely contribute to improved water quality, as free-flowing rivers can help to filter and purify wastewater, thereby contributing to improved water quality and reduced plastic litter.
;;;;;;
TA6.39;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-;1;Removing artificial barriers may lead to increased transport noise, as it may require increased machinery and equipment use, thereby counteracting efforts to reduce transport noise.
