TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.26;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.26, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric vehicles and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.27, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid heavy-duty vehicles and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.28;By 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.28, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid heavy-duty vehicles and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;+;1;The implementation of TA1.3 will enable the achievement of TA4.29, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid heavy-duty vehicles and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029, (b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034, (c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039, (d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards Regulation (EU) 2024/1610;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.15, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid vehicles and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025, 6% from 1 January 2030, 14.5% from 1 January 2035, 31% from 1 January 2040, 62% from 1 January 2045, 80% from 1 January 2050. Regulation (EU) 2023/1805;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.3, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid vessels and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990. Sustainable and Smart Mobility Strategy;+;3;The implementation of TA1.3 will reinforce the achievement of TA4.9, as reducing GHG emissions will lead to a significant reduction in transport sector emissions.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.30, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including hydrogen production and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.31;Member States shall ensure that, by 31 December 2030, publicly accessible hydrogen refuelling stations with a total capacity of at least 1 tonne per day, and equipped with at least a 700 bar dispenser, are deployed at least every 200 km along the TEN-T (Trans-European Transport Network) core network Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.31, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including hydrogen production and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.13, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid buses and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.8;Member States with maritime ports shall endeavour to ensure that as of 2030 the share of renewable fuels of non-biological origin (RFNBOs) in the total amount of energy supplied to the maritime transport sector is at least 1.2%. Directive (EU) 2023/2413;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.8, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid vessels and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.6;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030, 5% from 2035, 10% from 2034, 15% from 2045, and 35% from 2050. Regulation (EU) 2023/2405;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.6, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid aviation and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers. A Hydrogen Strategy for a climate-neutral Europe;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.20, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including renewable hydrogen production and related infrastructure.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years Proposal for a Directive to support framework for intermodal transport of goods;+;1;The implementation of TA1.3 will enable the achievement of TA4.11, as reducing GHG emissions will lead to increased efficiency in transport operations and reduced costs.
TA1.3;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.55;Zero-emission in urban logistics The new EU Urban Mobility Framework;+;1;The implementation of TA1.3 will enable the achievement of TA4.55, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid vehicles and related infrastructure.
