TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is: (a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA2.4;Double the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;+2;The implementation of TA3.38 could support TA2.4 by promoting the design and production of reusable and recyclable vehicles, which could lead to increased heat pump deployment and renewable energy production.;The increased heat pump deployment from TA2.4 could enable the EU to reach its vehicle recycling and reuse targets, as set out in TA3.38.
TA3.48;The plastic contained in each vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of the Regulation] under Regulation (EU) 2018/858 shall contain a minimum of 25 % of plastic recycled by weight from post-consumer plastic waste Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA2.1;REPowerEU sets a target of 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030;+2;The implementation of TA3.48 could support TA2.1 by promoting the use of recycled plastic in vehicle production, which could lead to increased renewable hydrogen production.;The increased renewable hydrogen production from TA2.1 could enable the EU to reach its recycled plastic targets, as set out in TA3.48.
TA3.49;At least 25% of the target set out in the first subparagraph shall be achieved by including plastics recycled from end-of-life vehicles in the vehicle type concerned Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA2.39;The strategy sets targets for an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050;+2;The implementation of TA3.49 could support TA2.39 by promoting the recycling and reuse of plastics from end-of-life vehicles, which could lead to increased ocean energy production.;The increased ocean energy production from TA2.39 could enable the EU to reach its recycled plastic targets, as set out in TA3.49.
TA3.50;Member States shall ensure that the following targets are met by the waste management operators: (a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year, (b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA2.5;Bring online over 320 GW of solar photovoltaic by 2025 and almost 600 GW by 2030;+2;The implementation of TA3.50 could support TA2.5 by promoting the recycling and reuse of vehicles, which could lead to increased solar photovoltaic production.;The increased solar photovoltaic production from TA2.5 could enable the EU to reach its vehicle recycling and reuse targets, as set out in TA3.50.
TA3.51;Member States shall ensure that waste management operators achieve a yearly target for the recycling of plastics of at least 30 % of the total weight of plastics contained in the vehicles delivered to the waste management operators Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables;+2;The implementation of TA3.51 could support TA2.7 by promoting the recycling of plastics, which could lead to increased solar photovoltaic production.;The increased solar photovoltaic production from TA2.7 could enable the EU to reach its plastic recycling targets, as set out in TA3.51.
TA3.11;Diversify the Union's imports of strategic raw materials with a view to ensuring that, by 2030, the Union's annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries;TA2.38;Cumulative EU offshore goals of installed capacity: 60 GW by 2030 and 300 GW by 2050;+2;The implementation of TA3.11 could support TA2.38 by promoting the diversification of strategic raw material imports, which could lead to increased offshore wind energy production.;The increased offshore wind energy production from TA2.38 could enable the EU to reach its strategic raw material import diversification targets, as set out in TA3.11.
TA3.8;By 2030, Union extraction capacity should be able of extracting the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials;TA2.9;Member States shall collectively ensure that the share of energy from renewable sources in the Union's gross final consumption of energy in 2030 is at least 42.5%;+2;The implementation of TA3.8 could support TA2.9 by promoting the extraction of strategic raw materials, which could lead to increased renewable energy production.;The increased renewable energy production from TA2.9 could enable the EU to reach its strategic raw material extraction targets, as set out in TA3.8.
TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union's annual consumption of strategic raw materials;TA2.40;Around 30% of EU primary steel production is expected to be decarbonised on the basis of renewable hydrogen;+2;The implementation of TA3.9 could support TA2.40 by promoting the processing of strategic raw materials, which could lead to increased decarbonisation of steel production.;The increased decarbonisation of steel production from TA2.40 could enable the EU to reach its strategic raw material processing targets, as set out in TA3.9.
TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union's annual deployment needs;TA2.1;REPowerEU sets a target of 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030;+2;The implementation of TA3.12 could support TA2.1 by promoting the development of manufacturing capacity for net-zero technologies, which could lead to increased renewable hydrogen production.;The increased renewable hydrogen production from TA2.1 could enable the EU to reach its net-zero technology manufacturing targets, as set out in TA3.12.
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;TA2.41;Member States are required to achieve cumulative end-use energy savings from 2021 to 2030, equivalent to new annual savings of at least 0.8% of final energy consumption in 2021-2023, at least 1.3% in 2024-2025, 1.5% in 2026-2027 and 1.9% in 2028-2030 Directive (EU) 2023/1791;+2;The implementation of TA3.24 could support TA2.41 by reducing food waste, which could lead to increased energy savings.;The increased energy savings from TA2.41 could enable the EU to reach its food waste reduction targets, as set out in TA3.24.
TA3.25;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30% in comparison to the amount generated in 2020;TA2.9;Member States shall collectively ensure that the share of energy from renewable sources in the Union's gross final consumption of energy in 2030 is at least 42.5%;+2;The implementation of TA3.25 could support TA2.9 by reducing food waste, which could lead to increased renewable energy production.;The increased renewable energy production from TA2.9 could enable the EU to reach its food waste reduction targets, as set out in TA3.25.
TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%;+2;The implementation of TA3.1 could support TA2.37 by reducing municipal waste, which could lead to increased renewable energy production.;The increased renewable energy production from TA2.37 could enable the EU to reach its municipal waste reduction targets, as set out in TA3.1.
TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;TA2.17;A target of 15% electricity interconnection for 2030;+2;The implementation of TA3.30 could support TA2.17 by reducing packaging waste, which could lead to increased electricity interconnection and a more integrated energy market.;The increased electricity interconnection from TA2.17 could enable the EU to reach its packaging waste reduction targets, as set out in TA3.30.
TA3.27;All packaging shall be recyclable;TA2.4;Double the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;+2;The implementation of TA3.27 could support TA2.4 by promoting the design and production of recyclable packaging, which could lead to increased heat pump deployment and renewable energy production.;The increased heat pump deployment from TA2.4 could enable the EU to reach its recyclable packaging targets, as set out in TA3.27.
TA3.28;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste;TA2.1;REPowerEU sets a target of 10 million tonnes of domestic renewable hydrogen production and 10 million tonnes of renewable hydrogen imports by 2030;+2;The implementation of TA3.28 could support TA2.1 by promoting the use of recycled plastic in packaging, which could lead to increased renewable hydrogen production.;The increased renewable hydrogen production from TA2.1 could enable the EU to reach its recycled plastic targets, as set out in TA3.28.
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter Proposal on packaging and packaging waste;TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%;+2;The implementation of TA3.29 could support TA2.37 by reducing the consumption of lightweight plastic carrier bags, which could lead to increased renewable energy production.;The increased renewable energy production from TA2.37 could enable the EU to reach its lightweight plastic carrier bag reduction targets, as set out in TA3.29.
