TA3.36;Member States shall take the necessary measures to attain a recycling target of 70% of glass by weight of glass contained in packaging waste generated by 31 December 2025 and of 75% by 31 December 2030 Proposal on packaging and packaging waste;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.36 could enable TA7.4 by increasing the recycling of glass, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that increasing recycling of glass can contribute to reducing emissions from industrial activities.
TA3.37;Member States shall take the necessary measures to attain a recycling target of 75% of paper and cardboard by weight of paper and cardboard contained in packaging waste generated by 31 December 2025 and of 85% by 31 December 2030 Proposal on packaging and packaging waste;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-1;The implementation of TA3.37 could constrain TA7.14 by increasing the recycling of paper and cardboard, which may lead to increased transport activities and noise pollution.;The connection between these two targets is based on the fact that increasing recycling of paper and cardboard may lead to increased transport activities.
TA3.52;At least 20% of the carbon used in the chemical and plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;TA7.9;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;2;The implementation of TA3.52 could reinforce TA7.9 by reducing pollution from chemical and plastic products, which can improve air quality and reduce premature deaths.;The connection between these two targets is based on the fact that reducing pollution from chemical and plastic products can contribute to improving air quality.
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter. Proposal on packaging and packaging waste;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);1;The implementation of TA3.29 could enable TA7.10 by reducing the consumption of lightweight plastic carrier bags, which can lead to a reduction in plastic litter at sea.;The connection between these two targets is based on the fact that reducing plastic carrier bag consumption can contribute to reducing plastic litter at sea.
TA3.32;Member States shall take the necessary measures to attain a recycling target of 50% of plastic by weight of plastic contained in packaging waste generated by 31 December 2025, and of 55% by weight of plastic in packaging waste generated by 31 December 2030. Proposal on packaging and packaging waste;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);1;The implementation of TA3.32 could enable TA7.11 by increasing the recycling of plastic, which can lead to a reduction in microplastics released into the environment.;The connection between these two targets is based on the fact that increasing recycling of plastic can contribute to reducing microplastics in the environment.
TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is: (a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-1;The implementation of TA3.38 could constrain TA7.14 by increasing the use of recycled materials in vehicle production, which may lead to increased noise pollution from transport activities.;The connection between these two targets is based on the fact that increasing the use of recycled materials in vehicle production may lead to increased transport activities and noise pollution.
TA3.48;The plastic contained in each vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of the Regulation] under Regulation (EU) 2018/858 shall contain a minimum of 25 % of plastic recycled by weight from post-consumer plastic waste. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;1;The implementation of TA3.48 could enable TA7.6 by promoting the use of recycled plastic, which can lead to a reduction in chemical pesticides use.;The connection between these two targets is based on the fact that promoting recycled plastic can contribute to reducing chemical pesticides use.
TA3.49;At least 25% of the target set out in the first subparagraph shall be achieved by including plastics recycled from end-of-life vehicles in the vehicle type concerned. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.49 could enable TA7.4 by increasing the recycling of plastics from end-of-life vehicles, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that increasing recycling of plastics can contribute to reducing emissions from industrial activities.
TA3.50;Member States shall ensure that the following targets are met by the waste management operators: (a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year, (b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA7.8;Improve soil quality by reducing nutrient losses use by 50%, by 2030;1;The implementation of TA3.50 could enable TA7.8 by increasing the recycling and reuse of vehicles, which can lead to a reduction in nutrient losses.;The connection between these two targets is based on the fact that increasing recycling and reuse can contribute to reducing nutrient losses.
TA3.51;Member States shall ensure that waste management operators achieve a yearly target for the recycling of plastics of at least 30 % of the total weight of plastics contained in the vehicles delivered to the waste management operators. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);1;The implementation of TA3.51 could enable TA7.11 by increasing the recycling of plastics, which can lead to a reduction in microplastics released into the environment.;The connection between these two targets is based on the fact that increasing recycling of plastics can contribute to reducing microplastics in the environment.
TA3.11;Diversify the Union’s imports of strategic raw materials with a view to ensuring that, by 2030, the Union’s annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.11 could enable TA7.4 by increasing the diversification of imports, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that increasing import diversification can contribute to reducing emissions from industrial activities.
TA3.8;By 2030, Union extraction capacity should be able of extracting the ores, minerals or concentrates needed to produce at least 10% of the Union’s annual consumption of strategic raw materials;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;1;The implementation of TA3.8 could enable TA7.6 by increasing the extraction of raw materials, which can lead to a reduction in chemical pesticides use.;The connection between these two targets is based on the fact that increasing raw material extraction can contribute to reducing chemical pesticides use.
TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union’s annual consumption of strategic raw materials;TA7.15;Having all soils in healthy condition by 2050;2;The implementation of TA3.9 could reinforce TA7.15 by increasing the processing capacity, which can lead to a reduction in pollution and improvement of soil health.;The connection between these two targets is based on the fact that improving processing capacity can contribute to reducing pollution and improving soil health.
TA3.12;By 2030, manufacturing capacity in the Union of the strategic net-zero technologies listed in the Annex approaches or reaches a benchmark of at least 40% of the Union’s annual deployment needs;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.12 could enable TA7.4 by increasing the manufacturing capacity, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that increasing manufacturing capacity can contribute to reducing emissions from industrial activities.
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;TA7.6;Improve soil quality by reducing chemical pesticides’ use by 50%, by 2030;1;The implementation of TA3.24 could enable TA7.6 by reducing food waste, which can lead to a reduction in chemical pesticides use.;The connection between these two targets is based on the fact that reducing food waste can contribute to reducing chemical pesticides use.
TA3.25;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30% in comparison to the amount generated in 2020;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-1;The implementation of TA3.25 could constrain TA7.14 by increasing food waste reduction efforts, which may lead to increased transport activities and noise pollution.;The connection between these two targets is based on the fact that increasing food waste reduction efforts may lead to increased transport activities.
TA3.1;Halve the amount of residual (non-recycled) municipal waste by 2030;TA7.4;The Industrial Emissions Directive (IED) aims at preventing or reducing emissions from large industrial installations and intensive farming into the environment.;1;The implementation of TA3.1 could enable TA7.4 by reducing municipal waste, which can lead to a reduction in emissions from industrial activities.;The connection between these two targets is based on the fact that reducing municipal waste can contribute to reducing emissions from industrial activities.
TA3.27;All packaging shall be recyclable;TA7.10;Improve water quality by reducing waste, plastic litter at sea (by 50%);1;The implementation of TA3.27 could enable TA7.10 by increasing the recyclability of packaging, which can lead to a reduction in plastic litter at sea.;The connection between these two targets is based on the fact that increasing packaging recyclability can contribute to reducing plastic litter at sea.
TA3.28;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste;TA7.11;Improve water quality by reducing microplastics released into the environment (by 30%);1;The implementation of TA3.28 could enable TA7.11 by increasing the use of recycled plastic, which can lead to a reduction in microplastics released into the environment.;The connection between these two targets is based on the fact that increasing recycled plastic use can contribute to reducing microplastics in the environment.
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter. Proposal on packaging and packaging waste;TA7.14;Reduce the share of people chronically disturbed by transport noise by 30%, by 2030;-1;The implementation of TA3.29 could constrain TA7.14 by increasing the reduction of plastic carrier bags, which may lead to increased transport activities and noise pollution.;The connection between these two targets is based on the fact that reducing plastic carrier bag consumption may lead to increased transport activities.
