```csv
target_code;target_content;impact_target;impact_type;justification
TA1.4;Achieve a climate-resilient society status, fully adapted to the unavoidable impacts of climate change;TA4.57;+;A climate-resilient society will likely support the renovation of the EU’s maritime fleet to improve energy efficiency.
TA1.7;Reduce methane emissions of 35% if compared to 2005 levels;TA4.8;+;Reducing methane emissions aligns with the target to increase the share of renewable fuels in maritime transport.
TA1.9;The contribution of the sectors covered by the EU ETS with respect to the EU Climate ambition should be of -62 % compared to 2005 (increasing the linear emissions reduction factor from 2.2 % per year up to 4.4 %);TA4.9;+;The reduction in emissions from sectors covered by the EU ETS will contribute to the 90% reduction target for the transport sector.
TA4.1;*The amendments in Dir. 2023/2413 are also intended to support the achievement of the Union’s target of an annual production of sustainable biomethane of 35 billion cubic meters by 2030, set out in the SWD(2022) 230 of 18 May 2022 accompanying the REPowerEU Plan;TA1.1;+;Increased biomethane production supports the climate neutrality target by providing a renewable energy source.
TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030;TA1.11;+;Reducing fuel intensity in fisheries aligns with the target to reduce emissions in the transport sector.
TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years;TA1.10;+;Cost reductions in transport operations can support the emissions reduction targets by making low-emission transport more competitive.
TA4.12;GHG intensity reduction target in the maritime sector (link Agreement Council - Parliament on 23.03.2023): -2% from 1 January 2025, -6% from 1 January 2030, -14.5% from 1 January 2035, -31% from 1 January 2040, -62% from 1 January 2045, -80% from 1 January 2050);TA1.9;+;Reducing GHG intensity in maritime transport supports the overall emissions reduction target under the EU ETS.
TA4.13;For new urban buses the share of zeroemissions vehicles shall be 100% as from the reporting period of the year 2030;TA1.15;+;The shift to zero-emission buses aligns with the target to reduce emissions from buildings, as both contribute to overall emissions reductions.
TA4.14;Renewable and low-carbon fuels should represent between 6% and 9% of the international maritime transport fuel mix by 2030 and between 86% and 88% by 2050;TA1.14;+;The integration of renewable fuels in maritime transport supports the emissions balance target by reducing reliance on fossil fuels.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles, other than special purpose, off-road, off-road special purpose, and vocational vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD, 10-LH for the reporting periods of the years 2025 to 2029 by 15 %, for all vehicle sub-groups for the reporting periods of the years 2030 to 2034 by 45 %, (c) for all vehicle sub-groups for the reporting periods of the years 2035 to 2039 by 65 %, (d) for all vehicle sub-groups for the reporting periods of the years 2040 onwards by 90%;TA1.10;+;Reducing CO2 emissions from heavy-duty vehicles aligns with the emissions reduction targets for the transport sector.
TA4.16;From 1 January 2020, this Regulation sets an EU fleet-wide target of 95 g CO2/km for the average emissions of new passenger cars and an EU fleet-wide target of 147 g CO2/km for the average emissions of new light commercial vehicles registered in the Union, as measured until 31 December 2020 in accordance with Regulation (EC) No 692/2008 together with Implementing Regulations (EU) 2017/1152 and (EU) 2017/1153, and from 1 January 2021 measured in accordance with Regulation (EU) 2017/1151.;TA1.15;+;The fleet-wide CO2 emissions target for vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.17;This Regulation will, until 31 December 2024, be complemented by additional measures corresponding to a reduction of 10 g CO2/km as part of the Union's integrated approach referred to in the Commission's communication of 7 February 2007 entitled ‘Results of the review of the Community Strategy to reduce CO2 emissions from passenger cars and light-commercial vehicles;TA1.15;+;The reduction in CO2 emissions from vehicles aligns with the target to reduce emissions from buildings, contributing to overall emissions reductions.
TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU and the production of up to 1 million tonnes of renewable hydrogen. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers and the production of up to 10 million tonnes of renewable hydrogen in the EU;TA1.1;+;The installation of renewable hydrogen electrolysers supports the climate neutrality target by providing a clean energy source.
TA4.21;In a third phase, from 2030 onwards and towards 2050, renewable hydrogen technologies should reach maturity and be deployed at large scale to reach all hard-to-decarbonise sectors where other alternatives might not be feasible or have higher costs. In this phase, renewable electricity production needs to massively increase as about a quarter of renewable electricity might be used for renewable hydrogen production by 2050;TA1.1;+;The deployment of renewable hydrogen technologies supports the climate neutrality target by providing a clean energy source for hard-to-decarbonise sectors.
TA4.22;Build three million public electric charging points by 2030. Build one million public electric charging points by 2025.;TA1.15;+;The expansion of electric charging infrastructure supports the reduction of emissions from buildings by promoting the use of electric vehicles.
TA4.23;Build 1.000 hydrogen stations by 2030. By 2025, build half of the 1.000 hydrogen stations needed for 2030;TA1.1;+;The development of hydrogen stations supports the climate neutrality target by facilitating the use of hydrogen as a clean energy source.
TA4.25;Member States shall ensure that, at the end of each year, starting from the year referred to in Article 26, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1,3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0,80 kW is provided through publicly accessible recharging stations;TA1.15;+;Ensuring adequate power output for electric vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehiclesdeployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW;TA1.15;+;The development of recharging infrastructure supports the reduction of emissions from buildings by promoting the use of electric vehicles.
TA4.27;By 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...] (with intermediate 2025 and 2027 targets). Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1 500 kW and includes at least one recharging point with an individual power output of at least 350 kW;TA1.15;+;The expansion of recharging infrastructure for heavy-duty vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.28;by 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed;TA1.15;+;The development of recharging infrastructure for heavy-duty vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW.;TA1.15;+;The expansion of recharging infrastructure for heavy-duty vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall not exceed these limits: 2 % from 1 January 2025, 6 % from 1 January 2030, 14,5 % from 1 January 2035, 31 % from 1 January 2040, 62 % from 1 January 2045, 80 % from 1 January 2050.;TA1.9;+;Reducing GHG intensity in maritime transport supports the overall emissions reduction target under the EU ETS.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node.;TA1.1;+;The development of hydrogen refuelling stations supports the climate neutrality target by facilitating the use of hydrogen as a clean energy source.
TA4.31;Member States shall ensure that by 31 December 2030 publicly accessible hydrogen refuelling stations designed for a minimum cumulative capacity of 1 tonne per day and equipped with at least a 700 bar dispenser are deployed with a maximum distance of 200 km between them along the TEN-T core network;TA1.1;+;The development of hydrogen refuelling stations supports the climate neutrality target by facilitating the use of hydrogen as a clean energy source.
TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods;TA1.15;+;Providing electricity supply to stationary aircraft supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030.;TA1.15;+;The provision of shore-side electricity supply supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5 000 gross tonnes and seagoing high-speed passenger craft above 5 000 gross tonnes that are moored at the quayside at the maritime port concerned;TA1.15;+;The provision of shore-side electricity supply supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;TA1.12;+;Increasing transport by inland waterways and short sea shipping supports the carbon removal target by providing a low-emission transport option.
TA4.37;Rail freight traffic will increase by 50% compared to 2015 by 2030. It will double by 2050.;TA1.11;+;Increasing rail freight traffic supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.38;High-speed rail traffic will double compared to 2015, by 2030. It will triple by 2050.;TA1.11;+;Increasing high-speed rail traffic supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;TA1.11;+;The development of the TEN-T network supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.4;A target for the use of RFNBO of 2% of the energy used on board by a ship from 2034;TA1.9;+;The use of RFNBO in maritime transport supports the overall emissions reduction target under the EU ETS.
TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;TA1.11;+;Promoting intermodal transport supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.43;Scheduled collective travel of under 500 km should be carbon neutral within the EU;TA1.11;+;Promoting carbon-neutral collective travel supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.44;Nearly all cars, vans, buses as well as new heavy-duty vehicles will be zero-emission;TA1.15;+;The shift to zero-emission vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.45;There will be at least 30 million zero-emission cars and 80.000 zero-emission lorries in operation;TA1.15;+;The increase in zero-emission vehicles supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.45;Zero-emission ocean-going vessels will become market ready;TA1.9;+;The development of zero-emission ocean-going vessels supports the overall emissions reduction target under the EU ETS.
TA4.46;Zero-emission large zero-emission aircraft will become market ready;TA1.15;+;The development of zero-emission aircraft supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.49;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU and the production of up to 1 million tonnes of renewable hydrogen. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers and the production of up to 10 million tonnes of renewable hydrogen in the EU;TA1.1;+;The installation of renewable hydrogen electrolysers supports the climate neutrality target by providing a clean energy source.
TA4.5;Starting from 2025, at least 2% of aviation fuels will be green, with this share increasing every five years: 6% in 2030, 20% in 2035, 34% in 2040, 42% in 2045 and 70% in 2050. Hydrogen and fuel produced from cooking oil or waste gases considered green (link agreement Council - Parliament on 25.04.2023);TA1.9;+;The increase in green aviation fuels supports the overall emissions reduction target under the EU ETS.
TA4.50;All external costs of transport within the EU will be covered by the transport users;TA1.11;+;Covering external transport costs supports the emissions reduction target in the transport sector by incentivizing low-emission transport options.
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;TA1.11;+;Facilitating multimodal transport supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.53;The death toll for all modes of transport in the EU will be close to zero;TA1.11;+;Improving transport safety supports the emissions reduction target in the transport sector by promoting safer, low-emission transport options.
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure. This should be doubled in the next decade towards 5000 km in safe bike lanes;TA1.11;+;Promoting active transport modes supports the emissions reduction target in the transport sector by providing a low-emission transport option.
TA4.55;Zero-emission in urban logistics;TA1.15;+;Achieving zero-emission urban logistics supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;TA1.12;+;Increasing short-sea shipping supports the carbon removal target by providing a low-emission transport option.
TA4.57;Renovate the EU’s maritime fleet (e.g. passenger ships and supply vessels for offshore installations) to improve their energy efficiency;TA1.4;+;Renovating the maritime fleet supports the climate-resilient society target by improving energy efficiency and reducing emissions.
TA4.58;Pursue the objective of zero-emission ports;TA1.15;+;Achieving zero-emission ports supports the reduction of emissions from buildings by promoting cleaner transport options.
TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030 and should contribute to at least 35% of the aviation fuel mix by 2050, according to the EC proposal for ReFuelEU Aviation;TA1.9;+;The integration of synthetic aviation fuels supports the overall emissions reduction target under the EU ETS.
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of nonbiological origin in the energy supplied to the transport sector is at least 1 % in 2025 and 3,5 % in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030;TA1.9;+;The increase in advanced biofuels and RFNBOs supports the overall emissions reduction target under the EU ETS.
TA4.8;Member States with maritime ports should endeavour to ensure that from 2030 the share of renewable fuels of non-biological origin in the total amount of energy supplied to the maritime transport sector is at least 1,2 %.;TA1.7;+;The increase in RFNBOs in maritime transport supports the methane emissions reduction target by providing a cleaner energy source.
TA4.9;Cut the emissions of transport sector by 90%;TA1.3;+;Achieving the 90% emissions reduction target for the transport sector supports the overall GHG emissions reduction target.
```
