```csv
target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE_level3_extra2;justification;confidence_score
TA2.19;The fisheries sector must follow the two mutually reinforcing paths of reducing energy intensity, on the one hand, and switching to renewable and low-carbon energy sources, on the other hand;A - Agriculture, Forestry and Fishing;D - Electricity, Gas, Steam and Air Conditioning Supply;;A3 - Fishing and aquaculture;D35 - Electricity, gas, steam and air conditioning supply;;A3.1 - Fishing;D35.1 - Electric power generation, transmission and distribution;;The target addresses energy use in the fisheries sector, combining the agricultural sector and energy supply.;8
TA2.2;Set up at least one renewables-based energy community in every municipality with a population higher than 10.000;D - Electricity, Gas, Steam and Air Conditioning Supply;S - Other Service Activities;;D35 - Electricity, gas, steam and air conditioning supply;S94 - Activities of membership organisations;;D35.1 - Electric power generation, transmission and distribution;S94.9 - Activities of other membership organisations;;The target involves establishing community-based renewable energy projects, implicating energy supply and community services.;8
TA2.20;Renovate each year at least 3% of the total floor area of buildings owned by all levels of public administration (as also agreed by Council-Parliament on 10.03.23);F - Construction;O - Public Administration and Defence, Compulsory Social Security;;F41 - Construction of buildings;O84 - Public administration and defence, compulsory social security;;F41.2 - Construction of residential and non-residential buildings;O84.1 - General public administration activities;;The target involves building renovations in public administration, highlighting construction and public sectors.;8
TA2.21;Member States shall ensure that the total final energy consumption of all public bodies combined is reduced by at least 1,9 % each year, when compared to 2021 (art. 5.1 Directive);D - Electricity, Gas, Steam and Air Conditioning Supply;O - Public Administration and Defence, Compulsory Social Security;;D35 - Electricity, gas, steam and air conditioning supply;O84 - Public administration and defence, compulsory social security;;D35.1 - Electric power generation, transmission and distribution;O84.1 - General public administration activities;;The target addresses energy consumption reduction in public bodies, affecting energy supply and public administration.;8
TA2.22;Member States shall collectively ensure a reduction of energy consumption of at least 11,7 % in 2030 compared to the projections of the 2020 EU Reference Scenario so that the Union’s final energy consumption amounts to no more than 763 Mtoe (art. 4 Directive);D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;This target focuses on reducing overall energy consumption, implicating the energy sector broadly.;8
TA2.23;Member States shall make efforts to collectively contribute to the indicative Union primary energy consumption target amounting to no more than 992,5 Mtoe in 2030 (art. 4 Directive) -> 39% savings for primary energy consumption in the EU;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves reducing primary energy consumption, directly relating to the energy supply sector.;8
TA2.24;Each Member State shall ensure that at least 3 % of the total floor area of heated and/or cooled buildings (of buildings which have a total useful floor area of over 250 m2) that are owned by public bodies is renovated each year to be transformed into at least nearly zero-energy buildings or zero-emission buildings in accordance with Article 9 of Directive 2010/31/EU;F - Construction;O - Public Administration and Defence, Compulsory Social Security;;F41 - Construction of buildings;O84 - Public administration and defence, compulsory social security;;F41.2 - Construction of residential and non-residential buildings;O84.1 - General public administration activities;;The target involves building renovations in public administration, focusing on construction and public sectors.;8
TA2.25;Reduce buildings' final energy consumption by 14%;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F41 - Construction of buildings;;D35.1 - Electric power generation, transmission and distribution;F41.2 - Construction of residential and non-residential buildings;;The target involves reducing energy consumption in buildings, implicating energy supply and construction.;9
TA2.26;At least double the annual energy renovation rate of residential and non-residential buildings by 2030 and to foster deep energy renovations;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target focuses on increasing the renovation rate of buildings, specifically affecting the construction sector.;9
TA2.27;Indicative national targets aiming to achieve the deep renovation of at least 35 million building units by 2030 to support reaching an annual energy renovation rate of 3 % or more for the period till 2050 (see latest test adopted by EP on 14.03.2023);F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target involves deep renovation of building units, implicating the construction sector.;9
TA2.28;Reduce buildings' energy consumption for heating and cooling by 18%;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F41 - Construction of buildings;;D35.3 - Steam and air conditioning supply;F41.2 - Construction of residential and non-residential buildings;;The target focuses on reducing energy consumption in heating and cooling, affecting energy supply and construction.;9
TA2.29;For the non-residential building stock, the revised rules require to gradually improve it via minimum energy performance standards. This will lead to renovating the 16% worst-performing buildings by 2030 and the 26% worst-performing buildings by 2033.;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target involves improving energy performance of non-residential buildings, implicating the construction sector.;9
TA2.3;Member States shall ensure that the contribution of renewable fuels of non-biological origin used for final energy and non-energy purposes shall be at least 42 % of the hydrogen used for final energy and non-energy purposes in industry by 2030, and 60 % by 2035;D - Electricity, Gas, Steam and Air Conditioning Supply;C - Manufacturing;;D35 - Electricity, gas, steam and air conditioning supply;C24 - Manufacture of basic metals;;D35.1 - Electric power generation, transmission and distribution;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;This target involves the use of renewable hydrogen in the industry, affecting energy supply and manufacturing sectors.;9
TA2.30;The revised directive will make zero-emission buildings the new standard for new buildings. Under the agreement all new residential and non-residential buildings must have zero on-site emissions from fossil fuels, as of 1 January 2028 for publicly-owned buildings and as of 1 January 2030 for all other new buildings, with a possibility for specific exemptions.;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target involves new standards for zero-emission buildings, directly affecting the construction sector.;9
TA2.31;All existing buildings should be transformed into zero-emission buildings;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target involves transforming existing buildings into zero-emission ones, implicating the construction sector.;9
TA2.32;100% of on-site energy consumption to be covered by renewable energy as for new buildings;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F41 - Construction of buildings;;D35.1 - Electric power generation, transmission and distribution;F41.2 - Construction of residential and non-residential buildings;;The target focuses on renewable energy for new buildings, affecting energy supply and construction.;9
TA2.33;The national measures will have to ensure that at least 55% of the decrease of the average primary energy use is achieved through the renovation of the worst-performing buildings;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target involves renovating worst-performing buildings, implicating the construction sector.;9
TA2.34;Each Member State will adopt its own national trajectory to reduce the average primary energy use of residential buildings by 16% by 2030 and 20-22% by 2035;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target focuses on reducing energy use in residential buildings, directly affecting the construction sector.;9
TA2.35;Member States will also have to set out specific measures on the phase-out of fossil fuels in heating and cooling with a view to a complete phase-out of boilers powered by fossil fuels by 2040;D - Electricity, Gas, Steam and Air Conditioning Supply;F - Construction;;D35 - Electricity, gas, steam and air conditioning supply;F41 - Construction of buildings;;D35.3 - Steam and air conditioning supply;F41.2 - Construction of residential and non-residential buildings;;The target involves phasing out fossil fuels in heating and cooling, affecting energy supply and construction.;9
TA2.36;See ‘Commission welcomes political agreement on new rules to boost energy performance of buildings across the EU’;F - Construction;;;F41 - Construction of buildings;;;F41.2 - Construction of residential and non-residential buildings;;;The target relates to energy performance in buildings, implicating the construction sector.;8
TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%, and projections show a share of around 84% by 2050. The remaining gap should be covered by other low-carbon options;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target focuses on increasing renewable energy in the electricity mix, implicating the energy sector.;9
TA2.38;The strategy sets targets for an installed capacity of at least 60 GW of offshore wind by 2030 and at least 300 GW by 2050. Grounding on the revised TEN-E regulation, EU countries have agreed on new, ambitious long-term goals for the deployment of offshore renewable energy up to 2050 in each of the EU’s five sea basins. As a result, the cumulative EU offshore goals have the following ranges: 109-112 GW by 2030, 215-248 GW by 2040, and 281-354 GW by 2050.;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves offshore wind energy, a part of electricity generation in the energy sector.;9
TA2.39;The strategy sets targets for an installed capacity of at least 1 GW of ocean energy by 2030 and 40 GW by 2050;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target focuses on ocean energy capacity, part of electricity generation in the energy sector.;9
TA2.4;Doubling the current deployment rate of individual heat pumps, resulting in a cumulative 10 million units by 2027 and 30 million units by 2030;D - Electricity, Gas, Steam and Air Conditioning Supply;C - Manufacturing;;D35 - Electricity, gas, steam and air conditioning supply;C27 - Manufacture of electrical equipment;;D35.3 - Steam and air conditioning supply;C27.5 - Manufacture of domestic appliances;;The target involves heat pumps for heating/cooling, implicating energy supply and electrical equipment manufacturing.;8
TA2.40;Around 30% of EU primary steel production is expected to be decarbonized on the basis of renewable hydrogen;D - Electricity, Gas, Steam and Air Conditioning Supply;C - Manufacturing;;D35 - Electricity, gas, steam and air conditioning supply;C24 - Manufacture of basic metals;;D35.1 - Electric power generation, transmission and distribution;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;The target involves decarbonizing steel production with renewable hydrogen, affecting energy supply and manufacturing.;9
TA2.5;Bring online over 320 GW of solar photovoltaic by 2025 and 600 GW by 2030;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves solar photovoltaic capacity, part of electricity generation in the energy sector.;9
TA2.6;Energy demand to be covered by solar heat and geothermal should at least triple (currently rate at 1,5%);D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.3 - Steam and air conditioning supply;;;The target focuses on solar heat and geothermal energy, part of the energy supply sector.;9
TA2.7;Over this decade, the EU will need to install, on average, approximately 45 GW per year of PV to reach the share of 45% of energy coming from renewables set out in the RePowerEU Plan;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target involves photovoltaic installations, part of electricity generation in the energy sector.;9
TA2.8;Ensure that energy poor and vulnerable consumers have access to solar energy, e.g. through social housing installations, energy communities, or financing support for individual installations;D - Electricity, Gas, Steam and Air Conditioning Supply;S - Other Service Activities;;D35 - Electricity, gas, steam and air conditioning supply;S94 - Activities of membership organisations;;D35.1 - Electric power generation, transmission and distribution;S94.9 - Activities of other membership organisations;;The target involves providing solar energy to vulnerable groups, implicating energy supply and community services.;8
TA2.9;Member States shall collectively ensure that the share of energy from renewable sources in the Union’s gross final consumption of energy in 2030 is at least 42.5 %;D - Electricity, Gas, Steam and Air Conditioning Supply;;;D35 - Electricity, gas, steam and air conditioning supply;;;D35.1 - Electric power generation, transmission and distribution;;;The target focuses on increasing the renewable energy share in final consumption, affecting the energy sector.;9
```
