target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE level3_extra2;justification;confidence_score
TA3.21;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025 - 65% by average weight of lithium-based batteries, No later than 31 December 2030 - 70% by average weight of lithium-based batteries;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target focuses on recycling efficiency for lithium-based batteries, aligning with waste management activities.;9
TA3.22;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 -90% for cobalt, copper, lead and nickel, No later than 31 December 2031: -95% for cobalt, copper, lead, and nickel;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets recovery targets for materials from recycling, which is part of waste management activities.;9
TA3.23;All recycling shall achieve at least the following targets for recovery of materials: No later than 31 December 2027 -50% lithium No later than 31 December 2031: -80% lithium;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target focuses on recovery targets for lithium from recycling, aligning with waste management activities.;9
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;C - Manufacturing;;;C10 - Manufacture of food products;;;C10.8 - Manufacture of other food products;;;The target is about reducing food waste in manufacturing, specifically in the food products sector.;8
TA3.25;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30 % in comparison to the amount generated in 2020;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;I - Accommodation and Food Service Activities;;G47 - Retail trade, except of motor vehicles and motorcycles;I56 - Food and beverage service activities;;G47.2 - Retail sale of food, beverages and tobacco in specialised stores;I56.1 - Restaurants and mobile food service activities;;The target involves reducing food waste in retail, distribution, and food services, aligning with retail trade and food service activities.;8
TA3.26;nan;;;;;;;nan;;;No content available.;0
TA3.27;Making all packaging recyclable (see European Parliament resolution of 10 February 2021 on the New Circular Economy Action Plan, the New Circular Economy Action Plan and art. 5 of this Proposal);C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;The target is about making packaging recyclable, which involves the manufacturing of plastic products.;8
TA3.28;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste, per unit of packaging: From 1 January 2030 (i) 30% for contact sensitive packaging made from polyethylene terephthalate (PET) as major component, (ii) 10% for contact sensitive made from plastic materials other than PET, except single use plastic bottles, (iii) 30% for single use plastic beverage bottles, (iv) 35% for other plastic packaging From 1 January 2040 (v) 50% for contact sensitive plastic packaging, except single use plastic beverage bottles, (vi) 65% for single use plastic beverage bottles, (vii) 65% for other plastic packaging;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;The target involves increasing recycled content in plastic packaging, which relates to the manufacturing of plastic products.;8
TA3.29;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory. A sustained reduction is achieved if the annual consumption does not exceed 40 lightweight plastic carrier bags per person, or the equivalent target in weight, by 31 December 2025, and subsequently by 31 December in each year thereafter;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;The target focuses on reducing the consumption of plastic bags, which involves the manufacturing of plastic products.;8
TA3.3;Double its circular material use rate in the coming decade;C - Manufacturing;;;C32 - Other manufacturing;;;C32.9 - Manufacturing n.e.c.;;;The target involves increasing the circular use of materials, which relates to various manufacturing activities.;7
TA3.30;Reduce packaging waste by 5% per Member State per capita compared to 2018 by 2030, 10% by 2035 and 15% by 2040;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;The target is about reducing packaging waste, which involves the manufacturing of packaging materials.;8
TA3.31;Recycling or preparing for re-use 65% of all packaging waste by 2025, 70% by 2030;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets recycling targets for packaging waste, which is part of waste management activities.;9
TA3.32;Recycling of plastic in packaging: 55%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target focuses on recycling plastic packaging, aligning with waste management activities.;9
TA3.33;Recycling of wood in packaging: 30%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target involves recycling wood packaging, which is part of waste management activities.;9
TA3.34;Recycling of ferrous metals in packaging: 80%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets recycling targets for ferrous metal packaging, aligning with waste management activities.;9
TA3.35;Recycling of aluminium in packaging: 60%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target focuses on recycling aluminium packaging, which is part of waste management activities.;9
TA3.36;Recycling of glass in packaging: 75%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target involves recycling glass packaging, aligning with waste management activities.;9
TA3.37;Recycling of paper and cardboard in packaging: 85%;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets recycling targets for paper and cardboard packaging, which is part of waste management activities.;9
TA3.38;nan;;;;;;;nan;;;No content available.;0
TA3.39;From 2025, beverage bottles listed in Part F of the Annex which are manufactured from polyethylene terephthalate as the major component (‘PET bottles’) contain at least 25 % recycled plastic, calculated as an average for all PET bottles placed on the market on the territory of that Member State;C - Manufacturing;;;C22 - Manufacture of rubber and plastic products;;;C22.2 - Manufacture of plastics products;;;The target involves increasing recycled content in PET bottles, which relates to the manufacturing of plastic products.;8
TA3.4;By 2030 textile products placed on the EU market are long-lived and recyclable, to a great extent made of recycled fibres, free of hazardous substances and produced in respect of social rights and the environment;C - Manufacturing;;;C13 - Manufacture of textiles;;;C13.9 - Manufacture of other textiles;;;The target focuses on the sustainability and recyclability of textiles, which involves textile manufacturing.;8
TA3.40;Member States shall meet the target of 77% by weight for the separate collection for recycling of waste single-use plastic beverage bottles by 2025 and 90% by 2029;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets collection targets for recycling plastic bottles, aligning with waste management activities.;9
TA3.41;From 2019, the minimum collection rate to be achieved annually shall be 65 % of the average weight of EEE placed on the market in the three preceding years in the Member State concerned, or alternatively 85 % of WEEE generated on the territory of that Member State.;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target involves collection rates for electronic waste, which is part of waste management activities.;9
TA3.42;From 15 August 2018, the recovery targets for the WEEE falling within the following categories of Annex III shall be: - 85% for Category 1 (temperature exchange equipment) or Category 4 (large equipment with any external dimension more than 50 cm) - 80% for Category 2 (e.g., screens and monitors) - 75% for Category 5 (small equipment with no external dimension more than 50 cm) or 6 (Small IT and telecommunication equipment with no external dimension more than 50 cm).;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets recovery targets for electronic waste, aligning with waste management activities.;9
TA3.43;From 15 August 2018, the preparation for re-use targets for the WEEE falling within the following categories of Annex III shall be: - 80% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target involves preparation for re-use targets for electronic waste, which is part of waste management activities.;9
TA3.44;From 15 August 2018, the recycling targets for the WEEE falling within the following categories of Annex III shall be: - 0% for Category 1 or Category 4 - 70% for Category 2 - 55% for Category 5 or Category 6;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target sets recycling targets for electronic waste, aligning with waste management activities.;9
TA3.45;By 2025, the preparing for re-use and recycling of municipal waste shall be increased to a minimum of 55% by weight (60% by 2030, 65% by 2035);E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.3 - Materials recovery;;;The target focuses on increasing re-use and recycling rates for municipal waste, which is part of waste management activities.;9
TA3.46;Member States should aim to achieve an indicative Union-wide food waste reduction target of 30 % by 2025 and 50 % by 2030;C - Manufacturing;G - Wholesale and Retail Trade, Repair of Motor Vehicles and Motorcycles;I - Accommodation and Food Service Activities;C10 - Manufacture of food products;G47 - Retail trade, except of motor vehicles and motorcycles;I56 - Food and beverage service activities;C10.8 - Manufacture of other food products;G47.2 - Retail sale of food, beverages and tobacco in specialised stores;I56.1 - Restaurants and mobile food service activities;The target involves reducing food waste across manufacturing, retail, and food services.;8
TA3.47;Hazardous household waste will have to be collected separately by 2022, bio-waste by 2023 and textiles by 2025;E - Water Supply, Sewerage, Waste Management and Remediation Activities;;;E38 - Waste collection, treatment and disposal activities, materials recovery;;;E38.1 - Waste collection;E38.2 - Waste treatment and disposal;;The target sets separate collection requirements for various types of waste, aligning with waste management activities.;9
TA3.48;nan;;;;;;;nan;;;No content available.;0
TA3.5;By 2030 producers will have responsibility for their products along the value chain, including when they become waste. The circular textiles ecosystem is thriving, driven by sufficient capacities for innovative fibre-to-fibre recycling, while the incineration and landfilling of textiles is reduced to the minimum.;C - Manufacturing;;;C13 - Manufacture of textiles;;;C13.9 - Manufacture of other textiles;;;The target focuses on producer responsibility and recycling in the textile industry, which involves textile manufacturing.;8
TA3.6;nan;;;;;;;nan;;;No content available.;0
TA3.7;nan;;;;;;;nan;;;No content available.;0
TA3.8;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's extraction capacity is able to extract the ores, minerals or concentrates needed to produce at least 10% of the Union's annual consumption of strategic raw materials, to the extent that the Union’s reserves allow for this;B - Mining and Quarrying;;;B7 - Mining of metal ores;;;B7.1 - Mining of iron ores;;;The target involves increasing extraction capacity for raw materials, which aligns with mining activities.;8
TA3.9;Union's access to a secure and sustainable supply of critical raw materials by ensuring that the Union's processing capacity, including for all intermediate processing steps, is able to produce at least 40% of the Union's annual consumption of strategic raw materials;C - Manufacturing;;;C24 - Manufacture of basic metals;;;C24.1 - Manufacture of basic iron and steel and of ferro-alloys;;;The target focuses on increasing processing capacity for raw materials, which involves manufacturing activities.;8
