target_code;target_content;NACE_level1;NACE_level1_extra1;NACE_level1_extra2;NACE_level2;NACE_level2_extra1;NACE_level2_extra2;NACE_level_3;NACE_level_3_extra1;NACE level3_extra2;justification;confidence_score
TA4.19;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.2;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU and the production of up to 1 million tonnes of renewable hydrogen. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers and the production of up to 10 million tonnes of renewable hydrogen in the EU;D - Electricity, Gas, Steam and Air Conditioning Supply;C - Manufacturing;;D35 - Electricity, gas, steam and air conditioning supply;C28 - Manufacture of machinery and equipment n.e.c.;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;C28.9 - Manufacture of other special-purpose machinery;;The target involves the installation and production of renewable hydrogen, which relates to both energy supply and manufacturing sectors.;9
TA4.21;In a third phase, from 2030 onwards and towards 2050, renewable hydrogen technologies should reach maturity and be deployed at large scale to reach all hard-to-decarbonise sectors where other alternatives might not be feasible or have higher costs. In this phase, renewable electricity production needs to massively increase as about a quarter of renewable electricity might be used for renewable hydrogen production by 2050;D - Electricity, Gas, Steam and Air Conditioning Supply;C - Manufacturing;;D35 - Electricity, gas, steam and air conditioning supply;C28 - Manufacture of machinery and equipment n.e.c.;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;C28.9 - Manufacture of other special-purpose machinery;;The target focuses on the large-scale deployment of renewable hydrogen technologies, involving energy supply and manufacturing.;9
TA4.22;Build three million public electric charging points by 2030. Build one million public electric charging points by 2025.;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.1 - Electric power generation, transmission and distribution;H52.2 - Support activities for transportation;;The target involves the construction of electric charging points, which relates to both energy supply and transportation infrastructure.;9
TA4.23;Build 1.000 hydrogen stations by 2030. By 2025, build half of the 1.000 hydrogen stations needed for 2030;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H52.2 - Support activities for transportation;;The target is about building hydrogen stations, involving both energy supply and transportation infrastructure.;9
TA4.24;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.25;Member States shall ensure that, at the end of each year, starting from the year referred to in Article 26, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1,3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0,80 kW is provided through publicly accessible recharging stations;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.1 - Electric power generation, transmission and distribution;H52.2 - Support activities for transportation;;The target involves ensuring power output for electric vehicles, relating to both energy supply and transportation infrastructure.;9
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehiclesdeployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.1 - Electric power generation, transmission and distribution;H52.2 - Support activities for transportation;;The target is about deploying recharging pools for vehicles, involving energy supply and transportation infrastructure.;9
TA4.27;By 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...] (with intermediate 2025 and 2027 targets). Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1 500 kW and includes at least one recharging point with an individual power output of at least 350 kW;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.1 - Electric power generation, transmission and distribution;H52.2 - Support activities for transportation;;The target focuses on deploying recharging pools for heavy-duty vehicles, involving energy supply and transportation infrastructure.;9
TA4.28;by 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.1 - Electric power generation, transmission and distribution;H52.2 - Support activities for transportation;;The target involves deploying recharging stations for heavy-duty vehicles, relating to energy supply and transportation infrastructure.;9
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW.;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.1 - Electric power generation, transmission and distribution;H52.2 - Support activities for transportation;;The target is about deploying recharging points in urban areas for heavy-duty vehicles, involving energy supply and transportation infrastructure.;9
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall not exceed these limits: 2 % from 1 January 2025, 6 % from 1 January 2030, 14,5 % from 1 January 2035, 31 % from 1 January 2040, 62 % from 1 January 2045, 80 % from 1 January 2050.;H - Transportation and Storage;D - Electricity, Gas, Steam and Air Conditioning Supply;;H50 - Water transport;D35 - Electricity, gas, steam and air conditioning supply;;H50.2 - Sea and coastal freight water transport;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;;The target focuses on reducing GHG intensity in maritime transport, involving both transportation and energy supply.;9
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node.;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H52.2 - Support activities for transportation;;The target involves deploying hydrogen refuelling stations, relating to energy supply and transportation infrastructure.;9
TA4.31;Member States shall ensure that by 31 December 2030 publicly accessible hydrogen refuelling stations designed for a minimum cumulative capacity of 1 tonne per day and equipped with at least a 700 bar dispenser are deployed with a maximum distance of 200 km between them along the TEN-T core network;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H52.2 - Support activities for transportation;;The target is about deploying hydrogen refuelling stations along the TEN-T network, involving energy supply and transportation infrastructure.;9
TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H51 - Air transport;;D35.1 - Electric power generation, transmission and distribution;H51.2 - Freight air transport and space transport;;The target involves providing electricity supply at airports, relating to both energy supply and air transportation.;9
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030.;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H50 - Water transport;;D35.1 - Electric power generation, transmission and distribution;H50.3 - Inland passenger water transport;;The target is about deploying shore-side electricity supply at waterway ports, involving energy supply and water transportation.;9
TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5 000 gross tonnes and seagoing high-speed passenger craft above 5 000 gross tonnes that are moored at the quayside at the maritime port concerned;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H50 - Water transport;;D35.1 - Electric power generation, transmission and distribution;H50.2 - Sea and coastal freight water transport;;The target involves providing shore-side electricity supply at maritime ports, relating to energy supply and water transportation.;9
TA4.35;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;H - Transportation and Storage;;;;H50 - Water transport;;;;H50.3 - Inland passenger water transport;The target focuses on increasing transport by waterways and short sea shipping, directly related to water transportation.;9
TA4.37;Rail freight traffic will increase by 50% compared to 2015 by 2030. It will double by 2050.;H - Transportation and Storage;;;;H49 - Land transport and transport via pipelines;;;;H49.2 - Freight rail transport;The target is about increasing rail freight traffic, directly related to rail transportation.;9
TA4.37;Freight transport will be paperless;H - Transportation and Storage;J - Information and Communication;;H49 - Land transport and transport via pipelines;J63 - Information service activities;;H49.4 - Freight transport by road and removal services;J63.1 - Data processing, hosting and related activities, web portals;;The target involves making freight transport paperless, involving both transportation and information services.;8
TA4.38;High-speed rail traffic will double compared to 2015, by 2030. It will triple by 2050.;H - Transportation and Storage;;;;H49 - Land transport and transport via pipelines;;;;H49.1 - Passenger rail transport, interurban;The target focuses on increasing high-speed rail traffic, directly related to rail transportation.;9
TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;H - Transportation and Storage;M - Professional, Scientific and Technical Activities;;H52 - Warehousing and support activities for transportation;M71 - Architectural and engineering activities, technical testing and analysis;;H52.2 - Support activities for transportation;M71.1 - Architectural and engineering activities and related technical consultancy;;The target involves the development of the TEN-T network, involving transportation and engineering activities.;9
TA4.4;A target for the use of RFNBO of 2% of the energy used on board by a ship from 2034;H - Transportation and Storage;D - Electricity, Gas, Steam and Air Conditioning Supply;;H50 - Water transport;D35 - Electricity, gas, steam and air conditioning supply;;H50.2 - Sea and coastal freight water transport;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;;The target involves the use of renewable fuels in maritime transport, involving both transportation and energy supply.;9
TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;H - Transportation and Storage;;;;H49 - Land transport and transport via pipelines;H50 - Water transport;;H49.2 - Freight rail transport;H50.3 - Inland passenger water transport;The target focuses on enhancing intermodal transport, involving both rail and water transportation.;9
TA4.41;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.42;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.43;Scheduled collective travel of under 500 km should be carbon neutral within the EU;H - Transportation and Storage;D - Electricity, Gas, Steam and Air Conditioning Supply;;H49 - Land transport and transport via pipelines;D35 - Electricity, gas, steam and air conditioning supply;;H49.1 - Passenger rail transport, interurban;D35.1 - Electric power generation, transmission and distribution;;The target involves making short-distance travel carbon neutral, involving both transportation and energy supply.;9
TA4.44;Nearly all cars, vans, buses as well as new heavy-duty vehicles will be zero-emission;C - Manufacturing;H - Transportation and Storage;;C29 - Manufacture of motor vehicles, trailers and semi-trailers;H49 - Land transport and transport via pipelines;;C29.1 - Manufacture of motor vehicles;H49.3 - Other passenger land transport;;The target involves transitioning to zero-emission vehicles, impacting both manufacturing and transportation sectors.;9
TA4.45;There will be at least 30 million zero-emission cars and 80.000 zero-emission lorries in operation;C - Manufacturing;H - Transportation and Storage;;C29 - Manufacture of motor vehicles, trailers and semi-trailers;H49 - Land transport and transport via pipelines;;C29.1 - Manufacture of motor vehicles;H49.4 - Freight transport by road and removal services;;The target involves the deployment of zero-emission vehicles, impacting both manufacturing and transportation sectors.;9
TA4.45;Zero-emission ocean-going vessels will become market ready;C - Manufacturing;H - Transportation and Storage;;C30 - Manufacture of other transport equipment;H50 - Water transport;;C30.1 - Building of ships and boats;H50.2 - Sea and coastal freight water transport;;The target involves the development of zero-emission vessels, impacting both manufacturing and water transportation.;9
TA4.46;Zero-emission large zero-emission aircraft will become market ready;C - Manufacturing;H - Transportation and Storage;;C30 - Manufacture of other transport equipment;H51 - Air transport;;C30.3 - Manufacture of air and spacecraft and related machinery;H51.1 - Passenger air transport;;The target involves the development of zero-emission aircraft, impacting both manufacturing and air transportation.;9
TA4.47;Euro 7 pollutant limits;C - Manufacturing;H - Transportation and Storage;;C29 - Manufacture of motor vehicles, trailers and semi-trailers;H49 - Land transport and transport via pipelines;;C29.1 - Manufacture of motor vehicles;H49.3 - Other passenger land transport;;The target involves setting pollutant limits for vehicles, impacting both manufacturing and transportation sectors.;9
TA4.48;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.49;nan;;;;;;;;;;The target content is empty, so no NACE category can be assigned.;0
TA4.5;Starting from 2025, at least 2% of aviation fuels will be green, with this share increasing every five years: 6% in 2030, 20% in 2035, 34% in 2040, 42% in 2045 and 70% in 2050. Hydrogen and fuel produced from cooking oil or waste gases considered green (link agreement Council - Parliament on 25.04.2023);D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H51 - Air transport;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H51.1 - Passenger air transport;;The target involves the use of green aviation fuels, impacting both energy supply and air transportation.;9
TA4.50;All external costs of transport within the EU will be covered by the transport users;H - Transportation and Storage;M - Professional, Scientific and Technical Activities;;H52 - Warehousing and support activities for transportation;M70 - Activities of head offices, management consultancy activities;;H52.2 - Support activities for transportation;M70.2 - Management consultancy activities;;The target involves covering external transport costs, impacting transportation and consultancy activities.;8
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;H - Transportation and Storage;J - Information and Communication;;H49 - Land transport and transport via pipelines;J63 - Information service activities;;H49.1 - Passenger rail transport, interurban;J63.1 - Data processing, hosting and related activities, web portals;;The target involves facilitating multimodal transport through electronic ticketing, impacting transportation and information services.;9
TA4.53;The death toll for all modes of transport in the EU will be close to zero;H - Transportation and Storage;M - Professional, Scientific and Technical Activities;;H52 - Warehousing and support activities for transportation;M71 - Architectural and engineering activities, technical testing and analysis;;H52.2 - Support activities for transportation;M71.1 - Architectural and engineering activities and related technical consultancy;;The target involves improving transport safety, impacting transportation and engineering activities.;9
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure. This should be doubled in the next decade towards 5000 km in safe bike lanes;H - Transportation and Storage;F - Construction;;H52 - Warehousing and support activities for transportation;F42 - Civil engineering;;H52.2 - Support activities for transportation;F42.1 - Construction of roads and railways;;The target involves expanding cycling infrastructure, impacting transportation and construction activities.;9
TA4.55;Zero-emission in urban logistics;H - Transportation and Storage;C - Manufacturing;;H52 - Warehousing and support activities for transportation;C29 - Manufacture of motor vehicles, trailers and semi-trailers;;H52.2 - Support activities for transportation;C29.1 - Manufacture of motor vehicles;;The target involves achieving zero-emission urban logistics, impacting transportation and vehicle manufacturing.;9
TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;H - Transportation and Storage;;;;H50 - Water transport;;;;H50.2 - Sea and coastal freight water transport;The target focuses on increasing short-sea shipping, directly related to water transportation.;9
TA4.57;Renovate the EU’s maritime fleet (e.g. passenger ships and supply vessels for offshore installations) to improve their energy efficiency;C - Manufacturing;H - Transportation and Storage;;C30 - Manufacture of other transport equipment;H50 - Water transport;;C30.1 - Building of ships and boats;H50.2 - Sea and coastal freight water transport;;The target involves renovating the maritime fleet, impacting both manufacturing and water transportation.;9
TA4.58;Pursue the objective of zero-emission ports;H - Transportation and Storage;D - Electricity, Gas, Steam and Air Conditioning Supply;;H52 - Warehousing and support activities for transportation;D35 - Electricity, gas, steam and air conditioning supply;;H52.2 - Support activities for transportation;D35.1 - Electric power generation, transmission and distribution;;The target involves achieving zero-emission ports, impacting transportation and energy supply.;9
TA4.6;Synthetic aviation fuels are expected to play a role in the decarbonisation of the sector already by 2030 and should contribute to at least 35% of the aviation fuel mix by 2050, according to the EC proposal for ReFuelEU Aviation;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H51 - Air transport;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H51.1 - Passenger air transport;;The target involves the use of synthetic aviation fuels, impacting both energy supply and air transportation.;9
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of nonbiological origin in the energy supplied to the transport sector is at least 1 % in 2025 and 3,5 % in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H52 - Warehousing and support activities for transportation;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H52.2 - Support activities for transportation;;The target involves setting obligations for fuel suppliers, impacting both energy supply and transportation sectors.;9
TA4.8;Member States with maritime ports should endeavour to ensure that from 2030 the share of renewable fuels of non-biological origin in the total amount of energy supplied to the maritime transport sector is at least 1,2 %.;D - Electricity, Gas, Steam and Air Conditioning Supply;H - Transportation and Storage;;D35 - Electricity, gas, steam and air conditioning supply;H50 - Water transport;;D35.2 - Manufacture of gas, distribution of gaseous fuels through mains;H50.2 - Sea and coastal freight water transport;;The target involves increasing the share of renewable fuels in maritime transport, impacting both energy supply and water transportation.;9
TA4.9;Cut the emissions of transport sector by 90%;H - Transportation and Storage;D - Electricity, Gas, Steam and Air Conditioning Supply;;H52 - Warehousing and support activities for transportation;D35 - Electricity, gas, steam and air conditioning supply;;H52.2 - Support activities for transportation;D35.1 - Electric power generation, transmission and distribution;;The target involves reducing emissions in the transport sector, impacting both transportation and energy supply.;9
