TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA6_Preserving and protecting biodiversity;Marine Protected Areas;This target is assigned to the Marine Protected Areas sub-theme as it focuses on legally protecting a minimum of 30% of the EU's sea area.
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas;TA6_Preserving and protecting biodiversity;Protected Areas Conservation;This target is assigned to the Protected Areas Conservation sub-theme as it aims to strictly protect at least a third of the EU's protected areas.
TA6.4;2b. Strictly protect all remaining EU primary and old-growth forests;TA6_Preserving and protecting biodiversity;Forest Conservation;This target is assigned to the Forest Conservation sub-theme as it focuses on strictly protecting all remaining EU primary and old-growth forests.
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA6_Preserving and protecting biodiversity;Urban Greening;This target is assigned to the Urban Greening sub-theme as it aims to have cities with at least 20,000 inhabitants develop an ambitious Urban Greening Plan.
TA6.26;Ensure that incidental catches of sensitive marine species, including those listed under Directives 92/43/EEC and 2009/147/EC, that are a result of fishing, are minimised and where possible eliminated;TA6_Preserving and protecting biodiversity;Sustainable Fishing Practices;This target is assigned to the Sustainable Fishing Practices sub-theme as it focuses on minimizing incidental catches of sensitive marine species.
TA6.27;Optimise exploitation patterns to provide protection for juveniles and spawning aggregations of marine biological resources;TA6_Preserving and protecting biodiversity;Sustainable Fishing Practices;This target is assigned to the Sustainable Fishing Practices sub-theme as it aims to optimize exploitation patterns to protect marine biological resources.
TA6.28;In accordance with the CFP, all harvested stocks should be fished at maximum sustainable yield (MSY);TA6_Preserving and protecting biodiversity;Sustainable Fishing Practices;This target is assigned to the Sustainable Fishing Practices sub-theme as it focuses on fishing at maximum sustainable yield.
TA6.42;(Restoration of the natural connectivity of rivers and natural functions of the related floodplains) Member States shall make an inventory of artificial barriers to connectivity of surface waters;TA6_Preserving and protecting biodiversity;River Connectivity Restoration;This target is assigned to the River Connectivity Restoration sub-theme as it aims to restore the natural connectivity of rivers and floodplains.
TA6.45;(marine ecosystem) Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;This target is assigned to the Marine Ecosystem Restoration sub-theme as it focuses on restoring marine ecosystems.
TA6.51;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators;TA6_Preserving and protecting biodiversity;Forest Ecosystem Restoration;This target is assigned to the Forest Ecosystem Restoration sub-theme as it aims to achieve an increasing trend in forest ecosystem indicators.
TA6.55;Ensuring sustainable use of wood-based resources for bioenergy;TA6_Preserving and protecting biodiversity;Sustainable Bioenergy;This target is assigned to the Sustainable Bioenergy sub-theme as it focuses on ensuring sustainable use of wood-based resources for bioenergy.
TA6.57;Developing skills and empowering people for sustainable forest-based bioeconomy;TA6_Preserving and protecting biodiversity;Forest-Based Bioeconomy;This target is assigned to the Forest-Based Bioeconomy sub-theme as it aims to develop skills and empower people for a sustainable forest-based bioeconomy.
TA7.1;The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more;TA7_Towards a zero-pollution ambition for a toxic free environment;Wastewater Collection;This target is assigned to the Wastewater Collection sub-theme as it extends the obligation to set up urban wastewater collecting systems.
TA7.5;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA7_Towards a zero-pollution ambition for a toxic free environment;Air Quality Standards;This target is assigned to the Air Quality Standards sub-theme as it sets EU air quality standards for 12 air pollutants.
TA7.10;Improve soil quality by reducing nutrient losses and chemical pesticides’ use by 50%;TA7_Towards a zero-pollution ambition for a toxic free environment;Soil Quality Improvement;This target is assigned to the Soil Quality Improvement sub-theme as it aims to improve soil quality by reducing nutrient losses and chemical pesticides' use.
TA7.15;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);TA7_Towards a zero-pollution ambition for a toxic free environment;Water Quality Improvement;This target is assigned to the Water Quality Improvement sub-theme as it aims to improve water quality by reducing waste and microplastics.
TA7.23;Remove micropollutants from wastewater;TA7_Towards a zero-pollution ambition for a toxic free environment;Wastewater Treatment;This target is assigned to the Wastewater Treatment sub-theme as it focuses on removing micropollutants from wastewater.
