TA4.26;Member States shall ensure that along the TEN-T core and comprehensive networks, publicly accessible recharging pools dedicated to light-duty vehicles are deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW.;TA1.15;+
TA4.27;By 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them;TA1.15;+
TA4.28;by 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed.;TA1.15;+
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW.;TA1.15;+
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node.;TA1.8;+
TA4.31;Member States shall ensure that, by 31 December 2030, publicly accessible hydrogen refuelling stations designed for a minimum cumulative capacity of 1 tonne per day and equipped with at least a 700 bar dispenser are deployed with a maximum distance of 200 km between them along the TEN-T core network;TA1.8;+
TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods;TA1.16;+
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030.;TA1.16;+
TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5.000 gross tonnes and seagoing high-speed passenger craft above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned;TA1.16;+
TA4.35;nan;TA1.1;-
TA4.36;Transport by inland waterways and short sea shipping will increase by 25% compared to 2015, by 2030. They will increase by 50% by 2050.;TA1.4;+
TA4.37;Rail freight traffic will increase by 50% compared to 2015 by 2030. It will double by 2050.;TA1.4;+
TA4.38;High-speed rail traffic will double compared to 2015, by 2030. It will triple by 2050.;TA1.4;+
TA4.39;The multimodal Trans-European Transport Network (TEN-T) equipped for sustainable and smart transport with high speed connectivity will be operational for the core network, by 2030. It will be operational for the comprehensive network, by 2050.;TA1.4;+
TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;TA1.4;+
TA4.41;nan;TA1.1;-
TA4.42;nan;TA1.1;-
TA4.43;Scheduled collective travel of under 500 km should be carbon neutral within the EU;TA1.9;+
TA4.44;Nearly all cars, vans, buses as well as new heavy-duty vehicles will be zero-emission;TA1.15;+
TA4.45;There will be at least 30 million zero-emission cars and 80.000 zero-emission lorries in operation;TA1.15;+
TA4.46;Zero-emission large zero-emission aircraft will become market ready;TA1.7;+
TA4.47;Euro 7 pollutant limits;TA1.16;+
TA4.48;nan;TA1.1;-
TA4.49;nan;TA1.1;-
TA4.50;All external costs of transport within the EU will be covered by the transport users;TA1.9;+
TA4.51;Seamless multimodal passenger transport will be facilitated by integrated electronic ticketing;TA1.4;+
TA4.52;nan;TA1.1;-
TA4.53;The death toll for all modes of transport in the EU will be close to zero;TA1.4;+
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure. This should be doubled in the next decade towards 5000 km in safe bike lanes;TA1.4;+
TA4.55;Zero-emission in urban logistics;TA1.9;+
TA4.56;Increase the uptake of short-sea shipping instead of using more polluting modes;TA1.4;+
TA4.57;Renovate the EU’s maritime fleet (e.g. passenger ships and supply vessels for offshore installations) to improve their energy efficiency;TA1.16;+
TA4.58;Pursue the objective of zero-emission ports;TA1.16;+
TA4.59;nan;TA1.1;-
TA4.60;nan;TA1.1;-
